t,vm
9.072,12.209
9.072,12.309
9.078,12.305
9.085,12.301
9.092,12.297
9.098,12.393
9.105,12.389
9.113,12.384
9.120,12.380
9.127,12.475
9.127,12.475
9.127,12.475
9.127,12.475
9.127,12.575
9.129,12.574
9.131,12.573
9.133,12.572
9.135,12.670
9.136,12.670
9.138,12.669
9.139,12.668
9.140,12.767
9.144,12.765
9.147,12.763
9.151,12.760
9.154,12.858
9.170,12.848
9.185,12.838
9.200,12.829
9.216,12.919
9.220,12.916
9.224,12.913
9.228,12.911
9.232,13.008
9.232,13.008
9.233,13.007
9.233,13.007
9.234,13.107
9.239,13.104
9.244,13.100
9.249,13.097
9.253,13.194
9.263,13.188
9.273,13.181
9.283,13.174
9.293,13.268
9.294,13.267
9.295,13.267
9.296,13.266
9.297,13.366
9.321,13.349
9.345,13.333
9.370,13.317
9.394,13.401
9.395,13.400
9.395,13.400
9.396,13.400
9.396,13.499
9.397,13.499
9.397,13.499
9.398,13.498
9.398,13.598
9.403,13.595
9.408,13.591
9.413,13.588
9.418,13.684
9.433,13.674
9.448,13.664
9.463,13.654
9.478,13.744
9.492,13.734
9.505,13.725
9.519,13.715
9.533,13.806
9.536,13.804
9.539,13.802
9.542,13.800
9.545,13.898
9.551,13.893
9.558,13.888
9.564,13.884
9.571,13.979
9.578,13.975
9.584,13.970
9.591,13.965
9.598,14.061
9.600,14.059
9.602,14.058
9.603,14.057
9.605,14.155
9.606,14.155
9.607,14.154
9.607,14.154
9.608,14.254
9.611,14.251
9.614,14.249
9.617,14.247
9.620,14.345
9.622,14.343
9.625,14.342
9.627,14.340
9.630,14.438
9.633,14.435
9.637,14.433
9.641,14.430
9.645,14.527
9.654,14.520
9.663,14.514
9.673,14.507
9.682,14.600
9.686,14.597
9.690,14.594
9.694,14.592
9.697,14.689
9.703,14.685
9.709,14.680
9.715,14.676
9.720,14.772
9.725,14.769
9.730,14.765
9.734,14.762
9.739,14.858
9.740,14.858
9.740,14.857
9.741,14.857
9.741,14.957
9.742,14.956
9.742,14.956
9.743,14.956
9.743,15.055
9.743,15.055
9.744,15.055
9.744,15.055
9.744,15.154
9.745,15.154
9.745,15.154
9.746,15.153
9.746,15.253
9.747,15.252
9.749,15.251
9.750,15.250
9.751,15.349
9.761,15.342
9.770,15.335
9.779,15.328
9.788,15.421
9.792,15.418
9.795,15.415
9.799,15.412
9.803,15.509
9.804,15.509
9.805,15.508
9.806,15.507
9.807,15.606
9.809,15.604
9.812,15.602
9.815,15.600
9.817,15.698
9.822,15.694
9.828,15.690
9.833,15.686
9.838,15.782
9.842,15.779
9.846,15.776
9.850,15.772
9.854,15.869
9.854,15.869
9.854,15.869
9.854,15.869
9.855,15.969
9.859,15.965
9.863,15.962
9.868,15.958
9.872,16.055
9.879,16.049
9.887,16.043
9.894,16.037
9.901,16.131
9.904,16.129
9.906,16.127
9.908,16.126
9.911,16.224
9.914,16.221
9.918,16.218
9.921,16.215
9.924,16.313
9.944,16.296
9.964,16.280
9.984,16.264
10.004,16.348
10.006,16.346
10.007,16.345
10.008,16.344
10.010,16.443
10.012,16.441
10.015,16.439
10.017,16.437
10.019,16.535
10.020,16.535
10.020,16.535
10.020,16.535
10.020,16.635
10.022,16.633
10.024,16.631
10.026,16.630
10.028,16.728
10.037,16.721
10.045,16.713
10.054,16.706
10.063,16.799
10.071,16.792
10.080,16.785
10.088,16.778
10.096,16.871
10.101,16.867
10.106,16.862
10.111,16.858
10.117,16.954
10.119,16.952
10.121,16.950
10.123,16.948
10.126,17.046
10.128,17.044
10.130,17.043
10.131,17.041
10.133,17.140
10.141,17.133
10.149,17.126
10.158,17.119
10.166,17.212
10.166,17.212
10.166,17.211
10.167,17.211
10.167,17.311
10.173,17.306
10.179,17.301
10.184,17.296
10.190,17.391
10.193,17.389
10.195,17.387
10.197,17.384
10.200,17.482
10.205,17.478
10.210,17.474
10.215,17.469
10.220,17.565
10.233,17.553
10.246,17.542
10.259,17.530
10.272,17.619
10.282,17.610
10.291,17.602
10.301,17.594
10.311,17.685
10.314,17.682
10.317,17.679
10.321,17.676
10.324,17.773
10.327,17.770
10.330,17.768
10.333,17.765
10.336,17.863
10.344,17.855
10.353,17.848
10.361,17.840
10.370,17.932
10.377,17.926
10.384,17.920
10.390,17.914
10.397,18.008
10.400,18.005
10.403,18.003
10.406,18.000
10.409,18.097
10.426,18.082
10.443,18.066
10.461,18.050
10.478,18.135
10.480,18.133
10.483,18.131
