t,vm
244.000,8.126
244.200,8.145
244.400,8.222
244.600,8.180
244.800,8.218
245.000,8.256
245.200,8.214
245.400,8.231
245.600,8.189
245.800,8.306
246.000,8.323
246.200,8.300
246.400,8.277
246.600,8.235
246.800,8.193
247.000,8.211
247.200,8.149
247.400,8.168
247.600,8.206
247.800,8.243
248.000,8.261
248.200,8.238
248.400,8.236
248.600,8.174
248.800,8.212
249.000,8.230
249.200,8.188
249.400,8.107
249.600,8.046
249.800,8.046
250.000,8.045
250.200,8.005
250.400,8.045
250.600,8.005
250.800,7.965
251.000,7.926
251.200,7.947
251.400,7.987
251.600,7.947
251.800,7.948
252.000,7.968
252.200,7.968
252.400,7.988
252.600,7.989
252.800,7.989
253.000,7.949
253.200,7.910
253.400,7.911
253.600,7.872
253.800,7.854
254.000,7.776
254.200,7.778
254.400,7.800
254.600,7.802
254.800,7.844
255.000,7.806
255.200,7.808
255.400,7.829
255.600,7.831
255.800,7.793
256.000,7.736
256.200,7.738
256.400,7.741
256.600,7.724
256.800,7.726
257.000,7.769
257.200,7.751
257.400,7.734
257.600,7.717
257.800,7.739
258.000,7.722
258.200,7.685
258.400,7.688
258.600,7.632
258.800,7.616
259.000,7.580
259.200,7.545
259.400,7.549
259.600,7.514
259.800,7.499
260.000,7.504
260.200,7.509
260.400,7.494
260.600,7.519
260.800,7.543
261.000,7.548
261.200,7.552
261.400,7.517
261.600,7.482
261.800,7.567
262.000,7.531
262.200,7.536
262.400,7.481
262.600,7.447
262.800,7.452
263.000,7.477
263.200,7.423
263.400,7.429
263.600,7.375
263.800,7.322
264.000,7.289
264.200,7.256
264.400,7.244
264.600,7.212
264.800,7.319
265.000,7.286
265.200,7.273
265.400,7.280
265.600,7.307
265.800,7.334
266.000,7.301
266.200,7.308
266.400,7.275
266.600,7.282
266.800,7.270
267.000,7.297
267.200,7.244
267.400,7.311
267.600,7.318
267.800,7.344
268.000,7.291
268.200,7.259
268.400,7.286
268.600,7.254
268.800,7.261
269.000,7.308
269.200,7.255
269.400,7.302
269.600,7.369
269.800,7.375
270.000,7.381
270.200,7.387
270.400,7.413
270.600,7.379
270.800,7.425
271.000,7.450
271.200,7.456
271.400,7.402
271.600,7.507
271.800,7.531
272.000,7.556
272.200,7.541
272.400,7.525
272.600,7.471
272.800,7.416
273.000,7.442
273.200,7.408
273.400,7.394
273.600,7.380
273.800,7.327
274.000,7.294
274.200,7.261
274.400,7.288
274.600,7.296
274.800,7.342
275.000,7.309
275.200,7.336
275.400,7.342
275.600,7.388
275.800,7.355
276.000,7.341
276.200,7.328
276.400,7.275
276.600,7.243
276.800,7.270
277.000,7.258
277.200,7.265
277.400,7.233
277.600,7.319
277.800,7.346
278.000,7.313
278.200,7.320
278.400,7.386
278.600,7.352
278.800,7.339
279.000,7.326
279.200,7.273
279.400,7.260
279.600,7.248
279.800,7.216
280.000,7.164
280.200,7.153
280.400,7.201
280.600,7.248
280.800,7.255
281.000,7.283
281.200,7.250
281.400,7.317
281.600,7.264
281.800,7.272
282.000,7.239
282.200,7.267
282.400,7.234
282.600,7.242
282.800,7.269
283.000,7.237
283.200,7.284
283.400,7.331
283.600,7.317
283.800,7.324
284.000,7.351
284.200,7.357
284.400,7.383
284.600,7.429
