t,vm
115.200,16.946
115.400,17.377
115.600,17.804
115.800,17.527
116.000,17.653
116.200,18.077
116.400,18.197
116.600,18.516
116.800,18.932
117.000,18.943
117.200,19.155
117.400,19.264
117.600,19.773
117.800,20.076
117.800,10.000
118.000,10.000
118.200,10.000
118.400,10.000
118.600,10.000
118.800,10.000
119.000,10.000
119.200,10.000
119.400,10.000
119.600,10.000
119.800,9.900
120.000,10.102
120.200,9.601
120.400,9.406
120.600,10.112
120.800,9.812
121.000,10.414
121.200,9.410
121.400,9.617
121.600,9.721
121.800,9.624
122.000,9.829
122.200,10.531
122.400,10.726
122.600,11.019
122.800,11.710
123.000,12.693
123.200,12.967
123.400,13.438
123.600,14.304
123.800,15.062
124.000,15.612
124.200,16.057
124.400,16.297
124.600,16.235
124.800,16.973
125.000,16.904
125.200,17.436
125.400,17.463
125.600,17.489
125.800,17.715
126.000,18.339
126.200,18.556
126.400,18.771
126.600,18.885
126.800,19.197
127.000,20.006
127.000,10.000
127.200,10.000
127.400,10.000
127.600,10.000
127.800,10.000
128.000,10.000
128.200,10.000
128.400,10.000
128.600,10.000
128.800,10.000
129.000,10.000
129.200,10.100
129.400,10.100
129.600,10.200
129.800,10.898
130.000,10.890
130.200,11.381
130.400,11.468
130.600,12.254
130.800,12.632
131.000,13.406
131.200,13.273
131.400,13.441
131.600,13.907
131.800,13.869
132.000,14.531
132.200,14.686
132.400,14.940
132.600,15.891
132.800,16.433
133.000,16.470
133.200,17.006
133.400,16.837
133.600,16.869
133.800,17.201
134.000,17.430
134.200,17.957
134.400,18.178
134.600,18.897
134.800,18.609
135.000,19.324
135.200,19.832
135.400,19.434
135.600,20.541
135.600,10.000
135.800,10.000
136.000,10.000
136.200,10.000
136.400,10.000
136.600,10.000
136.800,10.000
137.000,10.000
137.200,10.000
137.400,10.000
137.600,10.000
137.800,10.500
138.000,10.796
138.200,9.989
138.400,10.789
138.600,10.382
138.800,11.279
139.000,11.466
139.200,11.652
139.400,12.436
139.600,12.813
139.800,13.085
140.000,12.855
140.200,13.727
140.400,14.090
140.600,14.650
140.800,15.004
141.000,14.555
141.200,14.510
141.400,14.866
141.600,15.418
141.800,15.965
142.000,16.106
142.200,16.445
142.400,16.782
142.600,16.615
142.800,16.250
143.000,16.588
143.200,16.723
