neuron,t
19,45.5224
2751,45.518
9741,45.5214
9236,45.5178
8835,45.5159
1544,45.5191
1917,45.5191
2905,45.518
8222,45.5315
608,45.5214
9451,45.5319
7492,45.5191
7317,45.5191
5628,45.5305
5620,45.5191
3976,45.5191
1724,45.5191
8153,45.5299
7497,45.5283
1311,45.5214
1283,45.5327
8268,45.5224
5357,45.5305
4411,45.5319
2481,45.5224
1750,45.5342
8449,45.5277
7393,45.5319
2284,45.5327
6416,45.5319
6403,45.5444
3423,45.5315
5532,45.5319
6443,45.5362
9865,45.5319
1650,45.5333
1144,45.5342
9097,45.5362
5812,45.5339
5216,45.5333
5204,45.5446
7930,45.5327
7021,45.5364
6852,45.5393
4682,45.5396
2825,45.5493
4461,45.5342
6522,45.5362
8249,45.5364
6432,45.5494
7297,45.5396
2879,45.5396
5750,45.5364
4690,45.5365
3364,45.5364
448,45.5396
7782,45.558
3518,45.5483
5133,45.5396
8864,45.5417
1421,45.5455
4823,45.558
3546,45.5494
8767,45.5466
2553,45.5493
9382,45.5591
8975,45.5559
8441,45.558
6714,45.558
3214,45.5542
7365,45.558
2199,45.5561
5785,45.558
9127,45.5726
7198,45.5601
7092,45.5601
5486,45.5691
2327,45.5706
1202,45.5631
8044,45.5796
7681,45.5623
6051,45.5795
6495,45.5726
4794,45.5773
8433,45.5668
6738,45.5865
7247,45.5762
3042,45.5691
5823,45.5843
5480,45.5762
3245,45.5865
579,45.5745
7355,45.576
3464,45.5796
5876,45.5796
8779,45.5777
875,45.5905
5448,45.5818
1033,45.5815
7309,45.5926
2043,45.5865
4828,45.5963
3849,45.5865
8242,45.5825
7969,45.5865
4968,45.6058
8172,45.6237
7354,45.5959
4577,45.5902
2166,45.6139
9628,45.5921
9232,45.6032
1430,45.5921
6078,45.5946
2682,45.5921
9681,45.6186
7680,45.5954
9945,45.5977
9013,45.6048
4280,45.6024
9524,45.6024
9435,45.6024
7639,45.5996
8831,45.6024
4800,45.6034
4760,45.6024
6337,45.6024
8460,45.6048
7389,45.6032
6925,45.6054
1174,45.6279
660,45.6058
6615,45.6048
5872,45.6063
2128,45.6313
4780,45.6186
754,45.6163
6986,45.6146
590,45.6331
2906,45.6186
8896,45.6275
8241,45.6301
7745,45.6409
6353,45.6237
5261,45.6279
5125,45.6362
4506,45.6313
1914,45.6428
452,45.6345
8573,45.6428
4317,45.641
7602,45.6362
1625,45.6279
4991,45.6331
1793,45.6362
8934,45.6428
5560,45.6331
2252,45.6369
8716,45.6331
8100,45.6391
5616,45.6345
5915,45.6409
1206,45.6428
8197,45.6428
7490,45.6461
3084,45.6428
1000,45.643
3198,45.6437
8828,45.6465
8738,45.6622
7266,45.6465
3717,45.6482
3088,45.6544
1418,45.6665
2942,45.6498
1753,45.6465
8495,45.6498
8360,45.6786
3248,45.6573
2463,45.6596
9462,45.6668
1141,45.661
8208,45.6665
5592,45.661
4530,45.6959
1181,45.6672
9608,45.6637
3242,45.6762
6746,45.6708
5842,45.6665
8383,45.6997
8379,45.6726
6236,45.6727
5317,45.6762
2334,45.6754
1559,45.6769
3540,45.6926
4241,45.6997
4015,45.6786
2314,45.6996
7051,45.6926
6279,45.6997
6343,45.6926
5007,45.6872
7770,45.6926
5315,45.6926
3742,45.6872
9556,45.6943
8701,45.6926
8426,45.6886
9355,45.6882
1221,45.6996
7363,45.6997
5650,45.6997
6613,45.7122
5850,45.7103
4741,45.7207
1612,45.7103
1411,45.7103
9186,45.7103
3279,45.7103
1469,45.7074
1929,45.7103
3917,45.718
3951,45.7207
3286,45.7219
2212,45.73
8040,45.731
4639,45.7147
8549,45.7219
430,45.73
352,45.7194
1285,45.7191
8452,45.728
3747,45.7219
762,45.7219
72,45.7303
8187,45.73
5818,45.731
9343,45.7473
8548,45.7346
8195,45.7526
7582,45.7346
4260,45.7303
1118,45.731
437,45.7441
8233,45.7328
1483,45.733
8641,45.7419
7068,45.7346
8991,45.7542
5690,45.7346
4759,45.7354
9925,45.7473
9307,45.7412
1962,45.7419
658,45.7475
9848,45.7408
5389,45.7455
8535,45.7837
303,45.7473
6539,45.7506
6452,45.7542
3886,45.7473
6685,45.7535
6013,45.7526
2954,45.7724
490,45.76
4685,45.7526
5285,45.7666
4108,45.7623
9682,45.7608
9247,45.7598
5866,45.768
4990,45.768
4274,45.7646
5901,45.7847
9260,45.768
2380,45.7719
8150,45.7847
7594,45.7755
5861,45.7768
8566,45.7847
5534,45.7875
7379,45.786
7105,45.7847
9006,45.786
8575,45.786
6354,45.7849
9659,45.8012
3348,45.7966
2161,45.7881
7418,45.8012
4341,45.8012
4766,45.8004
1594,45.7966
1172,45.8012
9550,45.7966
3937,45.7966
576,45.7968
4559,45.7952
8668,45.8061
768,45.8086
4748,45.7994
8922,45.8012
8771,45.7968
7677,45.8017
2464,45.8078
2296,45.7986
5649,45.8078
9234,45.8038
8836,45.8012
4149,45.8095
3595,45.8038
6058,45.8078
3578,45.8062
3284,45.8094
8718,45.8157
6993,45.8038
9740,45.8061
6624,45.805
5449,45.8095
9158,45.8078
6456,45.8111
6319,45.8095
6153,45.8157
3501,45.8074
955,45.8084
9143,45.8082
6176,45.8095
2790,45.8608
1707,45.8211
5629,45.8692
1636,45.8528
4191,45.8414
6896,45.8347
9548,45.849
9131,45.8383
8274,45.8485
6011,45.8707
4980,45.86
2007,45.8707
7736,45.8707
9306,45.8773
594,45.9039
7832,45.8756
6733,45.9081
3535,45.8891
5476,45.8863
7005,45.9007
8014,45.904
2355,45.8848
5099,45.9199
1758,45.9007
185,45.9018
3131,45.9154
7824,45.9237
5279,45.9029
3399,45.9029
4042,45.9146
7859,45.9237
8630,45.9146
6537,45.9208
4549,45.9394
1088,45.9175
583,45.9219
9693,45.9276
6256,45.9185
6197,45.9192
788,45.9199
3592,45.9237
8840,45.9237
8061,45.9256
6490,45.9377
5747,45.9228
9706,45.9219
2195,45.9547
3339,45.9412
6803,45.9231
5018,45.9236
4067,45.9573
1698,45.9231
9843,45.9237
1708,45.9237
8336,45.9292
394,45.9307
172,45.9402
1526,45.9402
3923,45.9377
4936,45.9402
2917,45.9402
9349,45.9551
9654,45.9469
8509,45.9402
3776,45.9482
2675,45.9547
1478,45.9469
678,45.9488
1731,45.9532
4123,45.9532
8882,45.9564
3706,45.9547
5422,45.9551
2494,45.9576
4632,45.9551
7450,45.9573
3424,45.9925
3748,45.9606
9380,45.9608
8920,45.9831
6682,45.9653
3292,45.9634
1572,45.9667
9160,45.973
1512,45.9885
5058,45.9841
5490,45.9855
9340,45.983
7542,45.981
6101,46.0138
2990,45.9846
1197,45.9925
1501,45.9843
6024,45.9831
8781,46.0138
9031,45.9855
4031,45.9841
3864,45.9925
5262,45.9855
9520,45.9855
8879,45.9855
7325,45.9846
4937,45.9891
451,45.9891
8406,45.9898
3964,45.9925
1191,45.9925
3909,45.9888
8858,45.9925
8656,45.9891
2518,46.004
3988,45.9925
8506,45.9955
4270,45.9949
7749,46.0314
7357,45.9976
7132,46.0041
5665,46.0199
5508,46.004
4964,45.9991
1210,45.9976
1580,45.9991
706,46.0199
3129,46.0141
2913,46.0199
434,46.0199
6292,46.0138
8719,46.0199
1362,46.0199
958,46.0199
36,46.0151
7112,46.0199
4521,46.0322
7287,46.0322
5613,46.0238
4440,46.0322
2448,46.0285
1664,46.0612
782,46.0322
686,46.0287
473,46.0322
7185,46.0322
1278,46.0322
7779,46.0435
7299,46.0595
1286,46.0322
8302,46.0404
8933,46.0322
4479,46.0322
9473,46.0322
9898,46.0566
8387,46.0362
5070,46.0404
1226,46.0404
3887,46.0595
3567,46.0404
3924,46.0548
413,46.0623
739,46.0544
8380,46.0421
7924,46.0495
6315,46.0658
3040,46.0566
2993,46.0797
1973,46.0762
7917,46.0566
3087,46.0454
1981,46.061
6617,46.0499
2779,46.0519
4838,46.0623
9892,46.057
8618,46.0623
8037,46.0595
5939,46.0612
3414,46.061
2986,46.0623
9567,46.0733
1240,46.0623
8918,46.0623
735,46.0704
652,46.061
9075,46.061
3051,46.067
1519,46.0612
1180,46.0623
9620,46.0636
5500,46.0636
2468,46.0692
7258,46.0976
5164,46.0689
7304,46.0733
6005,46.0733
2776,46.0742
2932,46.1127
4764,46.0834
5806,46.1089
3285,46.0834
150,46.0976
7053,46.0834
7513,46.0947
4833,46.0976
4334,46.0869
4151,46.0988
1892,46.097
3821,46.0988
35,46.0976
6380,46.0871
2246,46.0935
8786,46.1067
3432,46.0976
8980,46.1028
8789,46.0988
7640,46.1089
5412,46.1127
4789,46.1089
2492,46.0988
713,46.1063
8026,46.1031
7278,46.1089
5469,46.1161
850,46.1127
8587,46.1151
4202,46.1198
2766,46.1161
2629,46.1202
2370,46.1151
763,46.1242
786,46.1329
9734,46.1128
7918,46.1183
7634,46.1183
7190,46.1151
6018,46.1198
1314,46.1514
4164,46.1198
8775,46.1183
6053,46.1278
1509,46.1161
1107,46.1514
7178,46.1344
6212,46.1198
4962,46.1183
3251,46.1329
3058,46.1198
9178,46.1198
8812,46.1437
5456,46.1202
9730,46.1261
7022,46.1251
5273,46.1202
8652,46.1261
8525,46.1261
7884,46.1291
3916,46.1278
3136,46.1251
9495,46.1278
716,46.1268
588,46.1483
1016,46.1329
3041,46.1489
1322,46.1483
8683,46.1483
4715,46.1506
8912,46.1511
5044,46.1625
2129,46.1489
7177,46.1514
4376,46.1522
1937,46.1506
9295,46.1514
7926,46.1514
9869,46.1584
8442,46.1529
5307,46.1636
4788,46.1654
1629,46.164
3510,46.1625
7440,46.1708
989,46.1575
9937,46.1625
9116,46.1758
542,46.1654
5072,46.1686
1762,46.1725
4854,46.1758
5651,46.1758
5150,46.2109
7557,46.1804
2143,46.1898
6900,46.1866
4647,46.2163
3594,46.1866
1002,46.1871
5845,46.1846
9821,46.2006
3167,46.1966
9891,46.19
4505,46.1918
9076,46.1898
2044,46.1898
2394,46.1918
5924,46.1936
1048,46.1973
770,46.1951
6431,46.202
3614,46.2288
5979,46.1973
4967,46.1973
4861,46.1973
3673,46.1947
2362,46.1958
1768,46.2129
3741,46.1973
9407,46.1973
3496,46.1991
883,46.203
429,46.2105
8730,46.2211
3397,46.2317
9841,46.2043
8985,46.2151
7417,46.221
353,46.2109
7316,46.2259
3026,46.2109
2550,46.2231
9445,46.2167
4971,46.2211
8973,46.2237
3623,46.2231
5556,46.2237
1828,46.2237
5111,46.2393
8265,46.2241
6757,46.2237
4611,46.2237
4478,46.2237
2941,46.2419
1209,46.2215
843,46.2237
9788,46.2237
7664,46.2317
9001,46.2393
8603,46.2318
5821,46.2419
961,46.2253
610,46.2317
2841,46.2507
8334,46.2272
7301,46.2272
3967,46.2375
7422,46.2541
3001,46.2453
9501,46.2393
8402,46.2451
7324,46.2419
5911,46.2507
7939,46.2499
5548,46.2419
8532,46.254
7979,46.2752
5570,46.2655
712,46.2489
2571,46.2541
9052,46.2578
1783,46.2863
5977,46.2763
4972,46.2725
2350,46.2703
2278,46.2662
1942,46.2763
6501,46.2662
9486,46.3012
4259,46.2712
1400,46.3007
7017,46.2888
2999,46.2763
7643,46.2763
2850,46.3333
3155,46.3012
1149,46.2863
7296,46.3012
4733,46.2888
2826,46.3016
2256,46.2864
4958,46.2944
637,46.2986
8905,46.3012
4927,46.3148
4351,46.3148
1620,46.3222
1320,46.3058
3655,46.308
7576,46.3333
5287,46.3418
4469,46.3056
3265,46.3203
2786,46.3418
3878,46.3225
7933,46.337
5667,46.3624
56,46.3361
9965,46.3573
8192,46.3262
7451,46.3443
7328,46.3443
6508,46.3573
4773,46.3587
5606,46.3571
4364,46.346
503,46.3647
6603,46.4014
3109,46.3624
3256,46.3624
5132,46.3582
4620,46.3624
1356,46.3598
8654,46.3949
2198,46.3872
9574,46.3955
4192,46.4025
7983,46.4031
4697,46.4025
2098,46.4025
8941,46.4347
7901,46.4183
4283,46.4154
2962,46.432
7614,46.4448
9829,46.434
5188,46.4462
9294,46.4372
1725,46.4472
9279,46.4448
4975,46.4593
5434,46.4652
1134,46.4472
3753,46.4472
2520,46.4697
2503,46.4748
9079,46.4636
8445,46.4648
6368,46.4619
644,46.4718
3222,46.4652
2832,46.4683
4614,46.4649
1111,46.4749
6850,46.473
7721,46.4748
604,46.5121
512,46.4756
3123,46.486
8050,46.477
9334,46.5173
625,46.4809
4369,46.5686
2132,46.4983
202,46.5092
6711,46.4951
4329,46.4983
4586,46.5121
2763,46.5061
2626,46.5064
6650,46.5121
9370,46.499
4292,46.5296
3628,46.5026
9538,46.5121
3927,46.5105
4638,46.5686
3541,46.5091
954,46.5091
4742,46.5121
9515,46.5226
3508,46.5222
4088,46.5173
7207,46.5173
3100,46.5296
2030,46.5404
9980,46.5226
3756,46.5215
8824,46.5226
1789,46.5486
6187,46.5617
8651,46.5486
3318,46.5388
2734,46.5486
7202,46.5609
1680,46.561
7390,46.5579
7153,46.5686
8957,46.5496
3996,46.5486
6927,46.5665
5153,46.561
2590,46.5609
3263,46.5686
7065,46.5686
9090,46.5686
6247,46.5686
1264,46.5763
2084,46.566
750,46.5686
2752,46.5686
9722,46.6253
7605,46.5709
7359,46.5709
6636,46.5709
613,46.5938
9539,46.5827
7308,46.5714
4188,46.5758
5400,46.5861
8666,46.5887
5430,46.5959
9167,46.6079
6920,46.6303
5749,46.5827
1250,46.5893
7368,46.5864
7050,46.6079
9554,46.5829
8844,46.6079
691,46.6253
8170,46.6005
6414,46.6083
497,46.5864
1249,46.5951
6478,46.6033
5277,46.5959
690,46.5951
2761,46.6024
9352,46.6253
8017,46.6154
2487,46.6281
7048,46.6036
920,46.6247
9016,46.6052
7914,46.6303
6975,46.612
9359,46.6253
7289,46.6092
6673,46.6093
1458,46.612
7529,46.6248
339,46.6303
620,46.6303
5010,46.6281
2797,46.624
9768,46.6394
9141,46.636
7952,46.6281
5639,46.6281
2903,46.632
132,46.6412
9658,46.6334
8309,46.6303
7957,46.6412
1601,46.6303
1237,46.6334
627,46.6412
270,46.632
8686,46.6315
9983,46.6315
6497,46.6315
9992,46.6606
2331,46.6477
6786,46.6412
3221,46.6378
1438,46.6485
9094,46.6412
3833,46.6412
1277,46.6399
6768,46.6412
317,46.6412
5416,46.646
5170,46.6416
4000,46.6573
3175,46.6441
489,46.6478
1196,46.6545
6817,46.6709
1352,46.6606
4829,46.6485
7040,46.6483
4746,46.6573
3298,46.6582
8288,46.6535
7676,46.6601
297,46.6719
4423,46.6606
1569,46.6581
6072,46.6582
1050,46.6606
9215,46.6658
8938,46.6674
8861,46.6761
7429,46.6709
7128,46.6709
5956,46.6789
3652,46.6709
3216,46.6715
2024,46.6709
3340,46.6674
5590,46.6848
4909,46.6715
8048,46.6719
7069,46.6761
3879,46.6715
6434,46.6794
4752,46.6761
4053,46.6761
1182,46.6761
8398,46.6719
3631,46.6874
8756,46.6874
7981,46.6848
7656,46.6888
6062,46.6874
702,46.6788
636,46.6884
5091,46.6788
4779,46.6831
3322,46.6848
2970,46.6888
296,46.6854
9064,46.6957
2636,46.6866
4371,46.7028
8919,46.7007
1306,46.6957
5372,46.7005
4076,46.7201
1774,46.7196
5497,46.7168
4055,46.724
2116,46.7164
4449,46.7151
5740,46.7315
2122,46.7217
5234,46.7279
4547,46.7262
4263,46.7394
2016,46.7262
9208,46.7275
6787,46.7343
1566,46.7315
125,46.7275
3075,46.7348
5398,46.7479
2765,46.7315
2145,46.7426
7889,46.7315
8753,46.7339
4556,46.7452
5284,46.736
2689,46.7347
9095,46.7384
8254,46.7384
9118,46.7426
4814,46.7495
3283,46.739
5218,46.7452
3378,46.7591
9826,46.7626
8869,46.7489
2861,46.7626
7055,46.7568
7850,46.7553
6107,46.7591
3866,46.78
2305,46.7591
5444,46.7699
5274,46.7699
3827,46.763
6557,46.79
11,46.776
8697,46.7678
8826,46.7731
8990,46.7962
1198,46.7706
1954,46.8252
969,46.7962
7470,46.8088
6211,46.7826
4518,46.827
5378,46.8012
3420,46.8283
8904,46.7962
6627,46.8143
6561,46.8143
3185,46.8012
7397,46.8212
6755,46.8123
1004,46.8107
2444,46.8059
2188,46.8252
9400,46.8088
7742,46.8218
2583,46.8143
9572,46.8252
235,46.8225
5610,46.8472
61,46.8406
6713,46.8242
7356,46.8283
109,46.8415
6879,46.8283
4678,46.8283
9813,46.865
1628,46.8415
8895,46.8368
3681,46.8415
3952,46.8626
6455,46.8388
1957,46.8625
8909,46.8415
3826,46.865
1834,46.8415
8218,46.8626
1132,46.8447
4131,46.8491
1148,46.8626
3740,46.8626
959,46.865
357,46.865
7516,46.8549
164,46.8556
7425,46.865
5147,46.8607
4190,46.865
9346,46.8657
2083,46.8674
933,46.865
9139,46.8954
5257,46.8865
7208,46.8662
3929,46.8759
3814,46.8671
2213,46.8736
2200,46.8671
5759,46.8708
9595,46.8759
7545,46.8759
8517,46.8772
9320,46.8872
8617,46.8719
8877,46.8717
5644,46.8954
9017,46.8794
8623,46.8957
962,46.8757
9849,46.8914
5349,46.906
1377,46.8957
4947,46.8776
2755,46.8975
7135,46.8892
7438,46.8861
8137,46.8975
769,46.8957
9354,46.9071
8600,46.8957
8356,46.893
1599,46.9071
764,46.897
222,46.9071
8201,46.9026
7953,46.9071
6666,46.9071
5923,46.9071
3680,46.9028
3449,46.9044
2190,46.9071
778,46.9037
2304,46.911
8924,46.9071
4298,46.906
5296,46.9071
9397,46.906
6454,46.9057
1422,46.9071
8577,46.9071
9679,46.9103
7876,46.9161
7416,46.911
5551,46.9081
2791,46.9104
2725,46.9161
2306,46.9081
2038,46.911
1727,46.9302
3324,46.9099
3313,46.911
3247,46.9102
1951,46.9102
1803,46.9104
4043,46.9099
9996,46.9102
7176,46.911
2723,46.911
1941,46.9104
9183,46.911
5877,46.911
9113,46.9161
8658,46.9148
8420,46.9197
7094,46.9161
4723,46.9197
4688,46.923
3516,46.9161
1492,46.9267
7537,46.9138
2335,46.9161
9360,46.9267
6015,46.9197
5798,46.9267
1886,46.9259
97,46.9222
3107,46.9216
7015,46.9222
9565,46.9345
9941,46.9302
9219,46.9482
1591,46.9267
9448,46.9267
9446,46.927
8488,46.9302
7174,46.9393
5653,46.9499
2780,46.927
6582,46.9397
3483,46.9306
2754,46.9397
7408,46.9482
8892,46.9406
8541,46.9362
1798,46.9397
1293,46.9383
6201,46.9455
8884,46.9441
7086,46.9412
3876,46.9548
2772,46.9467
5808,46.9612
4405,46.9776
1295,46.9552
2958,46.9534
7411,46.9908
1989,46.9548
8250,46.96
7511,46.9573
5046,46.9621
6735,46.9573
4459,46.9573
2490,46.9614
2178,46.9814
8261,46.96
3932,46.96
4510,46.9654
4762,46.9908
5646,46.9633
6,46.9654
8773,46.9776
138,46.9674
3360,46.9826
6205,46.9866
7900,46.9776
8478,46.9776
7772,46.9814
9203,46.9908
8604,46.9908
7938,46.9826
7539,46.9841
7205,46.9783
123,46.9908
8415,46.9826
9643,46.9896
4768,46.9908
9049,46.9908
5240,47.0027
8024,46.9908
9344,46.9908
4214,46.9908
6265,47.0027
5186,46.9969
2516,47.0033
862,47.0033
6747,46.9999
107,46.9969
9700,47.0034
1679,46.9999
9226,47.0027
9930,47.0033
3466,47.0092
3059,47.01
1528,47.01
8987,47.0096
6220,47.01
531,47.018
882,47.0191
6364,47.0191
1560,47.018
3162,47.0305
9952,47.0327
9347,47.0396
7170,47.0305
2935,47.0327
1082,47.0319
5892,47.0339
7692,47.0327
4541,47.0342
3708,47.0332
6056,47.0342
2937,47.0333
1556,47.0333
1432,47.0342
4422,47.0362
8262,47.0527
431,47.0429
2924,47.0393
6830,47.0396
5777,47.0396
8560,47.0437
4077,47.0427
6872,47.0478
3112,47.058
8374,47.0455
5537,47.0691
9207,47.076
7688,47.0631
2065,47.0707
1536,47.0691
487,47.0739
3713,47.0773
1864,47.0818
9669,47.0944
2473,47.0865
4520,47.0996
9413,47.0902
8689,47.1024
6575,47.0921
6464,47.0905
7311,47.0946
6677,47.0954
2338,47.1007
3120,47.1058
3032,47.1032
161,47.1031
9986,47.1146
9637,47.1067
574,47.1139
7725,47.1428
5860,47.1186
810,47.1186
263,47.1279
2872,47.1345
8505,47.1355
8960,47.1409
6688,47.1369
238,47.1403
9442,47.1437
593,47.1573
1361,47.1751
1162,47.1585
5144,47.1544
4592,47.1635
2290,47.1682
1738,47.1814
3375,47.1872
942,47.1959
4998,47.2103
1095,47.2122
7115,47.2168
4703,47.2191
2768,47.2219
6317,47.2219
6668,47.2283
8645,47.2707
7225,47.2303
4232,47.2303
6439,47.2605
5686,47.2746
8757,47.2623
7759,47.305
7653,47.3012
6020,47.2966
8523,47.2966
3426,47.3095
6104,47.3431
7679,47.3438
7873,47.36
7188,47.3696
7364,47.3873
4072,47.3939
2342,47.4237
9155,47.4412
8185,47.4483
7942,47.4831
9858,47.4831
3858,47.4855
6014,47.5199
470,47.5199
8709,47.5322
4932,47.5238
1391,47.5322
7229,47.5295
910,47.5404
1856,47.5495
1445,47.561
1748,47.5566
7456,47.561
4580,47.5692
6570,47.5733
9642,47.6198
7781,47.5988
2871,47.5838
3522,47.597
8746,47.597
3787,47.6063
6835,47.6023
8564,47.6183
575,47.6153
7842,47.6198
9525,47.6291
7238,47.6268
4284,47.6278
3017,47.6514
9932,47.6328
755,47.6483
4281,47.6559
1076,47.6654
2191,47.6871
1994,47.6846
3585,47.6936
2877,47.6947
9275,47.7031
1717,47.7109
1778,47.7058
9132,47.7134
241,47.7109
832,47.7129
6908,47.7129
5033,47.7231
6125,47.7237
2966,47.7419
6712,47.7453
9951,47.7393
8808,47.7507
3569,47.7419
1256,47.7419
5793,47.7551
2479,47.7541
9231,47.7863
2389,47.8058
17,47.8058
6942,47.8443
192,47.808
108,47.8186
6559,47.8333
3902,47.8333
7848,47.8429
4372,47.8624
9964,47.8823
9908,47.8634
7984,47.9089
1205,47.9011
41,47.9014
2729,47.9154
9626,47.8963
2981,47.9472
7783,47.9025
1389,47.9369
5978,47.9183
153,47.9472
8898,47.9512
491,47.9452
9644,47.9521
8004,47.9756
6433,47.9809
8708,47.9718
1887,47.973
4489,48.0017
2926,47.9983
1596,48.0026
9921,48.0055
5442,48.0187
2898,48.0012
1062,48.0091
1348,48.0206
7182,48.0121
7157,48.0486
582,48.0197
4986,48.0296
8210,48.0426
564,48.061
9032,48.0686
7560,48.0709
5450,48.1075
1288,48.1024
3560,48.1224
3400,48.1271
7565,48.1412
6423,48.132
5353,48.1412
2146,48.146
209,48.1485
6027,48.1582
2205,48.1581
6804,48.1545
188,48.1715
4830,48.1719
2630,48.1761
1363,48.1824
8851,48.2005
9823,48.2028
5533,48.2591
1675,48.2168
5881,48.2217
6361,48.2315
8333,48.2347
6338,48.239
3277,48.2623
523,48.2591
3170,48.2426
5836,48.2394
401,48.2386
356,48.2452
4650,48.2495
6272,48.2826
1747,48.2626
1399,48.2591
1749,48.263
1475,48.2626
2003,48.2877
9436,48.2706
1697,48.2826
6389,48.2902
8627,48.3123
4165,48.3225
938,48.3261
8814,48.3283
4306,48.3388
1909,48.3283
9304,48.3516
5614,48.3447
4020,48.3688
9962,48.365
2000,48.365
2451,48.3671
5598,48.3744
3259,48.3708
8776,48.3861
1827,48.3865
696,48.3981
5067,48.394
1984,48.4071
9217,48.406
375,48.4081
7146,48.4081
4753,48.4267
63,48.4443
6745,48.4573
9918,48.4548
3206,48.4573
8215,48.4633
3653,48.4866
3561,48.4847
5391,48.5342
2827,48.5339
7485,48.5396
7792,48.5342
4910,48.5607
2141,48.5865
8533,48.5996
7916,48.6814
6891,48.6787
5774,48.6679
4063,48.718
6776,48.6971
6293,48.7215
3191,48.7142
4026,48.7283
8174,48.7546
8515,48.795
1473,48.8431
4939,48.8873
6237,48.9228
2275,48.8706
6398,48.8839
1130,48.8872
9947,49.0098
2411,48.9855
915,49.0692
4396,49.061
459,49.0675
8725,49.0854
1742,49.1023
9727,49.1668
461,49.1198
9655,49.1686
9059,49.2109
2559,49.2098
1390,49.1962
49,49.2502
671,49.2304
2824,49.2311
9775,49.2541
5346,49.2514
4786,49.2714
116,49.3333
3798,49.2746
9325,49.3058
534,49.3181
6961,49.3124
8935,49.3646
9256,49.3816
3763,49.4019
1258,49.4228
1355,49.4413
3935,49.4368
9981,49.4472
4006,49.4601
5535,49.5012
1967,49.4911
6965,49.4968
6648,49.5631
6442,49.5286
4701,49.5206
7620,49.5559
6327,49.561
8075,49.5752
8670,49.6054
2704,49.5931
2037,49.5941
2615,49.6412
4133,49.6204
516,49.6179
4544,49.6697
3431,49.689
1098,49.6445
7042,49.6607
1298,49.7099
6727,49.6689
7705,49.7168
5167,49.7013
3435,49.7106
2249,49.7076
9963,49.7263
8536,49.7218
2591,49.727
2579,49.7426
7904,49.7626
5869,49.742
9671,49.7452
9267,49.7626
1857,49.7613
9476,49.7692
8467,49.7634
8800,49.8098
7631,49.7877
6885,49.7831
5427,49.8239
1136,49.8225
5436,49.8194
1858,49.8375
4507,49.8412
2923,49.8388
2197,49.864
7123,49.8521
5867,49.8556
4247,49.8501
389,49.8593
8655,49.8447
5483,49.8671
5181,49.8458
3955,49.9081
4884,49.8744
1357,49.8808
8519,49.9319
8748,49.9101
581,49.9801
6955,49.9673
6499,49.9638
2940,49.9778
5864,50.0396
9109,50.0363
3311,50.0079
1687,50.006
4537,50.0299
3641,50.0184
4837,50.0396
9488,50.0607
9084,50.0921
9942,50.0865
4669,50.1459
9612,50.1258
6947,50.1117
3549,50.1613
6349,50.1679
7413,50.2084
859,50.1814
1086,50.2315
1733,50.2025
7849,50.2142
7191,50.1963
5713,50.1971
3310,50.2142
2180,50.2215
9249,50.2215
2056,50.2066
8451,50.2142
6532,50.2162
4623,50.218
602,50.2824
7058,50.2283
9041,50.2582
9526,50.2677
2447,50.2385
7196,50.2809
8976,50.2581
4950,50.273
2101,50.2948
5627,50.3126
990,50.3239
5189,50.3319
9327,50.3333
9369,50.3296
6079,50.3521
2886,50.3431
2950,50.3841
8596,50.3872
943,50.389
6843,50.4065
860,50.4298
7621,50.3964
6717,50.4157
4624,50.4484
7755,50.4285
287,50.431
7075,50.4787
8304,50.4671
3231,50.4413
3799,50.4523
6258,50.4855
2707,50.4749
6444,50.4854
7277,50.4878
2125,50.4748
2148,50.4873
3504,50.5071
9503,50.4855
4081,50.4916
3650,50.5016
8178,50.4855
7044,50.5611
387,50.49
2224,50.536
845,50.5077
1018,50.5199
8672,50.533
3446,50.5162
7066,50.5354
4739,50.5359
8437,50.5654
5047,50.5352
2258,50.5565
312,50.548
9136,50.561
4662,50.6198
603,50.6012
3312,50.6655
5849,50.621
7728,50.5899
1911,50.601
6748,50.6807
5656,50.6089
252,50.6218
2594,50.619
2317,50.6198
4070,50.6149
508,50.6198
7472,50.6229
2287,50.643
5158,50.6482
3774,50.649
6807,50.6962
9434,50.6744
6663,50.7098
8352,50.6815
2089,50.7541
884,50.6909
2090,50.7514
8279,50.6932
1337,50.7098
6160,50.7217
5473,50.7098
2922,50.7725
2726,50.7098
4224,50.716
7989,50.7619
2598,50.7263
7251,50.7304
5385,50.7311
9687,50.7355
8303,50.7514
4344,50.7502
5553,50.7626
9537,50.7502
7928,50.7502
4470,50.776
8161,50.7514
2168,50.7623
3530,50.7746
3382,50.7831
9769,50.7912
5348,50.7945
5484,50.7997
3114,50.7893
6254,50.7896
4795,50.8662
6840,50.815
1804,50.8491
7690,50.8814
8469,50.8511
6102,50.8469
7043,50.8752
432,50.8628
2219,50.8813
3486,50.8895
8530,50.9267
3238,50.8806
6369,50.9228
9108,50.9161
7240,50.9152
2364,50.9019
7585,50.9028
2577,50.9313
5794,50.9204
8955,50.9359
7165,50.9773
6939,50.9299
3978,50.9353
2703,50.9362
9544,50.9585
4631,50.9503
2076,50.9413
7434,50.947
3309,50.9474
9497,50.9601
350,50.9632
3095,51.0131
6223,50.9798
5657,50.9862
5141,50.9853
2009,51.0559
7428,51.0112
