neuron,t
6313,15.1882
1797,15.186
3033,15.1959
3054,15.1976
3375,15.1935
870,15.1881
8550,15.1884
7517,15.1903
6026,15.1884
4447,15.1863
4153,15.1903
3362,15.1863
1782,15.1956
1944,15.1956
8590,15.2151
7415,15.1903
4176,15.2102
1520,15.1899
5749,15.198
5585,15.1903
5204,15.1915
2556,15.2012
9864,15.2075
5022,15.1982
4697,15.1959
6591,15.1959
8848,15.2019
7607,15.2075
6867,15.1935
6574,15.2425
2128,15.2045
1955,15.198
678,15.2013
2724,15.2151
3761,15.2009
7794,15.2125
2278,15.198
87,15.1959
5891,15.2199
7016,15.2353
4847,15.1959
1912,15.1959
53,15.2068
9860,15.198
8459,15.1977
5916,15.2199
6695,15.2019
9385,15.2046
8869,15.2117
2136,15.2052
2847,15.2019
5126,15.2056
4434,15.2056
3385,15.2066
2573,15.2103
7023,15.2151
9399,15.2066
8361,15.2056
6345,15.2094
4580,15.2058
9619,15.2056
6456,15.2127
5668,15.2199
5328,15.2066
4362,15.2151
7546,15.2141
6347,15.2103
3926,15.2102
2482,15.2128
592,15.2136
5324,15.2151
5530,15.2083
9296,15.2094
4199,15.2199
6472,15.2094
5066,15.2102
8803,15.2342
845,15.2148
6607,15.2148
4785,15.2115
4433,15.2342
4015,15.2151
2260,15.2422
1800,15.2103
9405,15.2148
2561,15.2327
1406,15.2108
1222,15.2136
7343,15.2237
4719,15.217
9930,15.2266
2305,15.2148
6227,15.2199
5894,15.2177
8868,15.2237
8806,15.2166
3486,15.2199
4763,15.2237
5173,15.2266
9211,15.2335
5912,15.2237
4840,15.2341
4222,15.2327
3587,15.2237
3277,15.2335
976,15.2267
750,15.2327
7535,15.2259
610,15.2341
6707,15.2408
7877,15.2314
7632,15.2405
6663,15.2302
5722,15.2377
92,15.2398
132,15.2353
9574,15.2408
6168,15.2341
4292,15.2408
3516,15.2342
6849,15.2428
5365,15.2406
2352,15.2375
1724,15.2342
1267,15.242
431,15.2342
5906,15.261
1770,15.2425
3383,15.2485
3102,15.244
3597,15.2464
6766,15.2497
6424,15.2619
3506,15.2464
2066,15.2563
8562,15.242
7068,15.2601
6122,15.25
3594,15.2471
3515,15.244
3394,15.2457
1687,15.2455
5432,15.2427
5664,15.2457
1689,15.2425
801,15.2457
6006,15.2431
9151,15.244
8171,15.2464
4751,15.2635
6089,15.244
3681,15.2457
9226,15.2626
7066,15.2485
6198,15.2538
1581,15.2615
9894,15.261
8766,15.2775
6946,15.267
2360,15.2497
4885,15.2488
654,15.2525
7282,15.261
9444,15.251
390,15.2722
9971,15.2886
5103,15.261
1664,15.2556
9363,15.261
9215,15.2601
4044,15.2608
6873,15.2565
1712,15.2707
4651,15.2776
4853,15.2707
3324,15.2601
6185,15.261
2256,15.2619
716,15.2753
4928,15.2635
778,15.2635
4563,15.2635
9341,15.2626
8286,15.269
4804,15.2619
4524,15.2635
2549,15.2645
8899,15.2645
8288,15.296
7326,15.2806
6343,15.2626
4321,15.272
2592,15.2806
216,15.2648
5220,15.2994
5495,15.2886
8812,15.2707
7743,15.296
7583,15.2886
5973,15.3198
810,15.2833
6839,15.2795
9460,15.2794
9323,15.2871
8580,15.2853
5521,15.2788
2551,15.2769
9340,15.2853
4691,15.2776
5772,15.2755
3982,15.2917
4715,15.2916
5789,15.2789
7366,15.2776
8548,15.2806
2786,15.2908
4171,15.2917
1422,15.2853
9853,15.2966
9254,15.2911
909,15.2886
3224,15.2833
4037,15.2921
5613,15.2908
9440,15.2961
5988,15.2916
5027,15.2921
4774,15.2937
3947,15.2886
1171,15.2961
859,15.2994
7640,15.2937
598,15.296
3145,15.2961
638,15.296
6298,15.2908
6013,15.2937
2395,15.2961
1523,15.3034
25,15.2921
6751,15.296
5905,15.296
6244,15.2961
5367,15.2924
1241,15.2917
9271,15.2961
8965,15.2937
3986,15.296
3769,15.2961
9665,15.2961
5244,15.2961
2696,15.3154
1498,15.2924
4914,15.3154
9802,15.2937
7661,15.2961
9726,15.3024
6352,15.2985
2741,15.2961
1496,15.2973
9119,15.2961
7132,15.2961
6716,15.2966
5884,15.2961
4618,15.3154
4552,15.2966
4296,15.2966
3877,15.2961
3633,15.3034
714,15.296
240,15.2966
8765,15.2961
9375,15.3024
2678,15.2979
9861,15.2966
7779,15.2985
5969,15.2994
5183,15.2994
5109,15.2985
5086,15.2975
4730,15.3049
1250,15.2967
4017,15.3045
9295,15.3154
7012,15.327
5252,15.2994
1625,15.3348
283,15.3293
7408,15.3083
4978,15.3013
7081,15.3154
5250,15.3024
4089,15.3024
5713,15.3034
5571,15.3013
348,15.3013
7972,15.3386
7900,15.3049
5349,15.3281
4781,15.3102
3477,15.3033
8692,15.3074
2374,15.3025
8426,15.3034
6576,15.3149
9700,15.3283
4078,15.3128
9312,15.3087
7763,15.3281
5639,15.3348
3089,15.3226
861,15.3338
7863,15.3226
7612,15.3225
4461,15.3256
3072,15.3251
6739,15.327
6949,15.326
6624,15.3283
4877,15.332
7842,15.3368
1132,15.3311
8712,15.332
7352,15.3281
5791,15.3381
5619,15.3283
1666,15.332
5016,15.3405
4525,15.3298
3921,15.3405
2686,15.332
935,15.332
7892,15.3298
4815,15.3379
2081,15.3403
4689,15.3405
4825,15.332
5579,15.3405
7319,15.342
4313,15.3405
7919,15.3365
1539,15.3405
559,15.3361
2342,15.3368
2587,15.3412
9317,15.3368
4827,15.3381
1153,15.3405
5450,15.3405
7809,15.3405
4150,15.3405
3361,15.3405
6326,15.3421
1911,15.3405
7927,15.3405
6565,15.3381
4300,15.3405
3619,15.3481
3522,15.3405
337,15.3386
7698,15.3405
3541,15.3405
2624,15.3405
2250,15.3412
613,15.3405
9987,15.342
8698,15.3421
6260,15.3486
5953,15.3421
3586,15.342
2865,15.3421
2540,15.3472
2460,15.3481
832,15.3486
759,15.3421
270,15.3412
5673,15.3486
7072,15.3421
5911,15.3439
5831,15.3437
5815,15.3421
4374,15.3417
4215,15.3421
6020,15.342
2392,15.3481
8113,15.3486
6579,15.3481
6531,15.3439
4070,15.3423
3892,15.346
3533,15.3481
3127,15.3515
1736,15.3486
1562,15.3423
567,15.3486
512,15.3423
7943,15.3463
1494,15.3481
24,15.3481
5006,15.3444
5419,15.3678
2331,15.3486
1881,15.3456
1289,15.3515
3827,15.3486
2484,15.3486
1511,15.3515
88,15.3481
8739,15.3472
2447,15.3472
9657,15.3481
6727,15.3515
6587,15.3481
6483,15.3493
1509,15.3472
1656,15.3481
8088,15.3515
8522,15.3515
3470,15.3486
1565,15.3486
98,15.3572
5782,15.3486
3434,15.3486
8533,15.3515
7113,15.366
5418,15.355
5247,15.3506
5228,15.3506
3885,15.3515
2596,15.3515
2205,15.3515
2151,15.3515
142,15.3506
6053,15.3515
1314,15.3515
481,15.3515
9830,15.3552
6625,15.355
1684,15.3515
596,15.3515
9206,15.3552
8860,15.3553
8078,15.3579
7704,15.3671
6653,15.3592
6381,15.3761
6288,15.3622
6025,15.3574
4831,15.3553
3641,15.3553
2373,15.355
1087,15.355
81,15.3614
1974,15.3574
817,15.3553
4944,15.3761
8003,15.3633
7855,15.3772
5037,15.37
2157,15.3641
8434,15.3707
1037,15.3637
417,15.3748
6909,15.3574
7894,15.3738
4946,15.3777
962,15.3758
560,15.3666
7883,15.3666
7356,15.3707
795,15.3614
6818,15.3707
6184,15.3649
5684,15.3801
6068,15.3666
1283,15.366
4532,15.3745
6575,15.366
2314,15.3666
1202,15.3671
8802,15.3761
8649,15.3745
7448,15.3745
3716,15.3787
3166,15.3743
1024,15.3731
677,15.3678
1652,15.3666
8961,15.3777
7077,15.3777
3918,15.3806
9934,15.3925
8425,15.3707
6180,15.3745
2900,15.3801
5186,15.3774
2949,15.3757
6678,15.3798
9603,15.3748
8679,15.3806
8955,15.3787
731,15.3748
6919,15.3748
3095,15.3798
744,15.379
9409,15.3998
8234,15.3761
4281,15.3801
4190,15.3861
2287,15.379
819,15.3761
3879,15.3798
352,15.3801
6268,15.3787
2048,15.3792
184,15.3777
9997,15.3801
8620,15.379
7521,15.3787
9494,15.3806
8772,15.3801
7785,15.3798
6142,15.379
8938,15.3801
6436,15.3925
3753,15.3801
4502,15.3806
8086,15.3853
5594,15.3801
5271,15.3801
9334,15.393
8761,15.3837
6516,15.3806
5461,15.3862
1976,15.3827
1874,15.3932
1499,15.3926
1261,15.3881
8736,15.3881
7636,15.3881
1618,15.3909
730,15.3877
8106,15.3837
4102,15.3827
5878,15.3837
4194,15.3925
9128,15.3827
8490,15.3996
5335,15.3958
3348,15.3877
1447,15.4132
7120,15.3872
2210,15.3881
9709,15.3903
9706,15.3883
7026,15.3903
3771,15.3909
738,15.399
102,15.4061
158,15.3909
9896,15.399
8820,15.3903
2483,15.4005
7306,15.3966
6361,15.4004
1550,15.3909
1062,15.3966
689,15.3966
679,15.3909
7029,15.406
2774,15.3925
515,15.3926
4635,15.3926
9382,15.3958
4851,15.406
346,15.3987
7188,15.4094
5949,15.3958
5896,15.4041
4709,15.3996
3734,15.3966
8417,15.399
7436,15.3938
2194,15.406
728,15.3982
1870,15.4255
7377,15.3998
8233,15.399
5242,15.406
4582,15.3966
3373,15.4094
1964,15.4024
945,15.3972
9931,15.408
9561,15.406
3000,15.399
7387,15.4062
3305,15.4094
2014,15.3998
3995,15.4336
7369,15.4062
3195,15.4062
5333,15.4062
2641,15.4084
1607,15.4021
536,15.4192
5776,15.4061
5621,15.4061
3174,15.4049
2745,15.4062
2552,15.4061
1357,15.406
162,15.4094
8280,15.406
4228,15.4242
5237,15.4161
5148,15.4061
8248,15.4093
2931,15.4141
7966,15.4098
4519,15.4094
2119,15.4094
1633,15.4161
7161,15.4093
7039,15.4098
6711,15.4094
3749,15.4224
2442,15.4094
1296,15.4132
9945,15.4094
473,15.4192
8204,15.4098
6648,15.4094
6237,15.4199
4613,15.4141
2862,15.4098
1853,15.4133
7674,15.4369
852,15.4132
9858,15.4126
7235,15.4161
4111,15.4243
2833,15.4134
7741,15.414
6704,15.4309
6069,15.4212
6021,15.4333
2954,15.4141
1468,15.4161
7580,15.4162
4219,15.4212
8004,15.4212
6510,15.4224
9437,15.4243
8354,15.4216
4678,15.4216
9113,15.4358
6932,15.4242
297,15.4271
6910,15.4432
9999,15.4243
5370,15.4242
4669,15.4628
9614,15.4333
8702,15.4288
1986,15.4298
4479,15.4309
3514,15.4432
1635,15.4309
920,15.4289
8294,15.4328
5415,15.4473
9020,15.4394
1697,15.4432
908,15.4333
6161,15.4333
8873,15.4426
7106,15.4334
4155,15.4394
2676,15.4445
9548,15.436
7821,15.436
5551,15.4426
3327,15.4389
5670,15.4426
7097,15.4394
561,15.4465
9818,15.4397
5967,15.4628
4913,15.4434
8243,15.4473
5558,15.449
5050,15.4426
1179,15.4426
1563,15.4426
5595,15.4465
4939,15.45
3628,15.4524
8829,15.4473
1418,15.445
8931,15.4481
4283,15.4476
8925,15.4518
8715,15.45
3169,15.4603
1143,15.4504
1031,15.4628
7828,15.4559
2660,15.4529
6660,15.4504
5153,15.4559
2404,15.4652
8810,15.4509
7109,15.4524
6616,15.4529
2016,15.4547
7835,15.4553
7276,15.4549
6791,15.4549
6034,15.4549
3138,15.4607
2435,15.4549
5,15.4589
5130,15.4603
4714,15.4603
2068,15.462
8338,15.4603
6666,15.4589
5046,15.4603
2274,15.4611
356,15.4604
344,15.4707
6837,15.4607
7890,15.482
3355,15.4627
3317,15.4615
6452,15.4603
7700,15.4718
9288,15.4607
8824,15.4607
7693,15.4627
6539,15.4607
3592,15.4762
133,15.4929
9708,15.4698
7458,15.4707
7303,15.4813
2204,15.4718
363,15.4777
3442,15.4628
9431,15.4782
5371,15.4775
3795,15.4631
6709,15.4628
4522,15.4628
1225,15.4628
5862,15.4631
4717,15.4665
3739,15.4762
2597,15.4698
1260,15.4631
4096,15.4665
3045,15.4717
6210,15.4775
233,15.4715
9337,15.4707
2559,15.4715
3266,15.4698
9305,15.4769
8066,15.4715
6650,15.473
7938,15.4718
4773,15.4718
721,15.4758
8279,15.473
1856,15.4777
161,15.4762
3346,15.4782
2129,15.4763
9876,15.4766
837,15.4769
7908,15.4777
6017,15.482
6540,15.482
5426,15.482
247,15.4848
3243,15.482
1148,15.482
5358,15.5024
968,15.4817
9682,15.482
7601,15.4836
1519,15.4878
858,15.4843
9636,15.4844
8395,15.4917
8720,15.4873
8451,15.4873
6935,15.4897
5063,15.4991
5760,15.4933
3810,15.4878
1610,15.4994
4177,15.4929
7406,15.4991
3492,15.4991
4298,15.4991
6002,15.4994
2733,15.4994
9690,15.5015
2262,15.4991
9061,15.4981
7909,15.4991
4484,15.4991
1053,15.4991
8290,15.5005
7868,15.4994
6819,15.4995
5964,15.5045
4419,15.4994
1211,15.4994
1032,15.4994
452,15.4994
178,15.4994
7409,15.5024
2413,15.503
1239,15.5024
1198,15.5108
364,15.5005
9986,15.5059
6985,15.5045
4792,15.5096
5892,15.5221
1738,15.5068
8831,15.5096
2450,15.5115
4503,15.5281
1542,15.5163
6370,15.5221
1477,15.5281
3537,15.5256
5532,15.5281
7435,15.5281
3237,15.535
9651,15.5296
8740,15.5301
8108,15.5541
1973,15.5296
769,15.5468
5319,15.5301
1834,15.5328
2428,15.533
8298,15.5349
1126,15.5341
3554,15.5341
2675,15.5349
6078,15.5358
3086,15.545
7570,15.5348
7243,15.537
311,15.5358
5980,15.5367
1140,15.545
4372,15.5354
8096,15.537
7818,15.5414
7878,15.5401
5405,15.5406
3474,15.5413
2469,15.5468
9362,15.5443
6056,15.5464
5966,15.545
2761,15.545
7565,15.5489
4027,15.5468
7899,15.5464
268,15.5467
4165,15.547
5888,15.5714
7755,15.547
2120,15.5541
5439,15.548
3326,15.5498
294,15.5691
9082,15.5581
3397,15.5573
462,15.5678
8342,15.5642
7035,15.5725
4104,15.5725
9269,15.5714
8717,15.5725
1067,15.5753
3056,15.5714
4975,15.5759
2744,15.5805
5624,15.5835
1046,15.5925
117,15.5962
9655,15.5978
3049,15.6007
3545,15.6028
2855,15.6069
4420,15.6044
7792,15.6114
2850,15.6114
9913,15.6334
831,15.6428
9529,15.6379
3717,15.6496
5214,15.6717
4639,15.6775
9820,15.667
964,15.6931
6285,15.689
3501,15.6879
8727,15.6891
6033,15.692
1566,15.6942
7637,15.6931
1305,15.6931
7445,15.6942
1665,15.6942
7079,15.7053
1404,15.695
2837,15.6993
7421,15.702
863,15.7053
4450,15.7243
4696,15.707
4686,15.7091
1591,15.7188
9000,15.716
7033,15.7175
2521,15.7243
2600,15.7237
9829,15.7313
8262,15.7261
8881,15.7532
3270,15.735
2577,15.7434
2303,15.7531
328,15.7532
111,15.7459
7065,15.748
6159,15.748
7313,15.7532
5654,15.7532
9620,15.7715
540,15.7657
3164,15.7558
6614,15.7576
8352,15.758
3449,15.7599
4072,15.762
7258,15.7629
1909,15.7729
6226,15.7687
375,15.7682
8515,15.7729
5140,15.7799
3880,15.774
6241,15.7799
86,15.7754
6904,15.7769
9234,15.777
7465,15.7781
5918,15.7799
9189,15.7844
3965,15.7842
399,15.7847
851,15.7847
52,15.7891
4951,15.7919
3798,15.7919
2682,15.7994
2488,15.804
1446,15.7981
8254,15.802
5698,15.8001
8090,15.8116
6358,15.8144
6342,15.8023
1235,15.8215
1969,15.8117
3797,15.8205
3265,15.8104
2302,15.8122
4039,15.8121
8637,15.8141
9870,15.8205
1064,15.8239
5572,15.8172
7915,15.8256
4743,15.8205
8926,15.8262
7264,15.8262
9013,15.8243
7111,15.8256
5229,15.8247
3973,15.8256
2875,15.8309
9462,15.8256
9712,15.8262
1908,15.8355
9814,15.8296
9637,15.8372
7825,15.8382
2017,15.8372
4204,15.8372
4539,15.8419
6363,15.8367
1921,15.838
8883,15.8385
5076,15.8443
1683,15.8401
5729,15.843
3245,15.8457
8116,15.843
8662,15.843
8638,15.8518
6290,15.8437
1079,15.8505
9964,15.8608
326,15.8462
3787,15.8497
8284,15.8518
6422,15.8611
135,15.8518
8847,15.8541
5804,15.8569
9039,15.8569
7250,15.8569
8618,15.8577
9089,15.8595
4653,15.8618
3620,15.8627
5369,15.874
1532,15.87
9014,15.8728
5653,15.8761
6995,15.8731
9699,15.8744
9481,15.8756
8663,15.8854
7650,15.8757
3551,15.8801
5765,15.8786
2971,15.8801
8360,15.8801
7619,15.8826
6357,15.8826
6176,15.8826
3606,15.8854
3448,15.8826
925,15.8826
1597,15.8826
3043,15.8826
9549,15.8832
9522,15.8854
9293,15.8833
7776,15.8831
5440,15.8832
7696,15.8851
195,15.8967
4770,15.898
8719,15.898
3712,15.8954
1158,15.898
784,15.898
4326,15.8894
6247,15.8911
5457,15.8956
5489,15.8911
2647,15.898
3962,15.8926
1507,15.8954
3841,15.898
1527,15.898
4889,15.898
6205,15.898
3972,15.898
8924,15.898
9687,15.898
170,15.9073
7358,15.898
6100,15.898
9831,15.8995
7722,15.901
5134,15.9031
812,15.9016
949,15.9045
9280,15.9013
5830,15.9058
5267,15.9066
5488,15.9073
5073,15.9031
6955,15.902
3868,15.9031
7278,15.9044
710,15.9084
9798,15.9044
3553,15.9114
6439,15.905
8047,15.9063
2418,15.9064
1818,15.9064
1012,15.9078
727,15.907
494,15.913
9032,15.9084
3858,15.9073
9660,15.9114
2507,15.9066
7506,15.9173
5190,15.9078
3253,15.9078
8467,15.9136
9736,15.9173
6686,15.9082
8936,15.9122
1837,15.9173
5604,15.9173
2339,15.9166
7233,15.9173
1504,15.9173
8228,15.9231
7833,15.9182
7360,15.9182
5632,15.9231
5090,15.9228
632,15.9289
531,15.9234
2045,15.9231
5818,15.9433
9038,15.9298
5201,15.9232
5043,15.9232
4357,15.9315
1988,15.9385
8337,15.9297
7876,15.934
2366,15.9278
4145,15.9298
9001,15.9382
7817,15.9325
6684,15.939
6569,15.9319
7584,15.9325
2394,15.9344
1569,15.9344
9161,15.9361
9606,15.9361
7171,15.9344
2179,15.9385
1719,15.9409
2886,15.9444
549,15.943
9841,15.9406
7297,15.9494
1903,15.9424
4042,15.9457
5783,15.9542
5717,15.9542
7870,15.9518
8087,15.957
5702,15.9584
3852,15.9587
1923,15.968
4789,15.965
7011,15.9642
7675,15.9652
8636,15.9674
9764,15.9703
5285,15.9756
4231,15.9837
6074,15.9766
7622,15.979
4350,15.9805
2380,15.9916
9093,15.9992
5230,15.9992
5803,15.9992
9653,16.003
4786,16.0048
3416,16.0058
611,16.0058
8488,16.0058
4454,16.0058
2253,16.0058
3599,16.0134
7819,16.0134
8762,16.0193
5479,16.0136
1619,16.0178
6401,16.0178
1299,16.0181
990,16.0204
2461,16.0204
877,16.0233
2703,16.0243
6627,16.0334
5251,16.0396
3171,16.0396
9667,16.0544
6535,16.051
8540,16.0532
235,16.0551
6133,16.0551
4736,16.0587
3364,16.0587
6563,16.0711
8032,16.0663
6776,16.0703
1895,16.0803
6674,16.0869
3440,16.0859
9059,16.0912
6581,16.0908
7898,16.0946
7172,16.0995
8976,16.1028
1717,16.1066
1567,16.1093
6681,16.1163
2020,16.1217
4161,16.1309
7222,16.1316
6939,16.1344
3309,16.1428
8322,16.1374
226,16.1369
8285,16.1374
6218,16.1524
5125,16.1553
9135,16.1569
3535,16.164
6427,16.1574
2070,16.1585
842,16.1597
6228,16.1691
9501,16.1695
7086,16.1735
6302,16.1732
3650,16.1732
7443,16.1728
1270,16.1764
239,16.1806
988,16.1827
6449,16.1837
9703,16.1841
944,16.1881
6619,16.1854
8852,16.1936
1901,16.1881
2930,16.194
8068,16.1957
2934,16.196
3094,16.1993
1092,16.1994
6701,16.2054
1029,16.2058
911,16.2036
5996,16.2093
7999,16.2084
3299,16.2133
1704,16.2161
6889,16.2153
9030,16.2157
2792,16.2171
5846,16.2173
5701,16.2173
3165,16.2191
2527,16.2196
3028,16.2178
8571,16.2202
9396,16.2223
6582,16.2268
2749,16.2223
5152,16.2225
2842,16.2317
2329,16.2317
2318,16.2333
114,16.2317
2639,16.2351
7593,16.2385
8442,16.2376
2420,16.2412
8349,16.2477
7823,16.2479
894,16.2472
8804,16.2489
2499,16.2511
9817,16.2531
4558,16.2558
28,16.2528
5414,16.2519
4195,16.2537
1196,16.2539
4803,16.2594
1956,16.258
4285,16.2594
4214,16.2594
6042,16.2611
4284,16.2601
8479,16.2636
4243,16.2663
1622,16.2672
757,16.2695
8398,16.27
1958,16.27
857,16.27
1861,16.274
8934,16.2779
1723,16.2799
8430,16.2811
616,16.2897
5968,16.2833
1892,16.2826
7721,16.2983
451,16.2922
8100,16.292
3676,16.2994
8767,16.3249
8024,16.3243
84,16.3249
4801,16.3504
2432,16.3543
4555,16.3562
5997,16.3562
1588,16.3617
1389,16.3649
7025,16.3655
2945,16.3794
3580,16.3832
2751,16.3831
1857,16.393
6136,16.4021
1536,16.4062
755,16.4119
7368,16.4174
618,16.4163
2075,16.4193
281,16.4238
4685,16.447
4762,16.447
2956,16.4559
3484,16.4953
7491,16.5171
9734,16.5208
4904,16.5304
3159,16.5261
9772,16.5284
9218,16.5304
4259,16.5394
5167,16.57
1533,16.5718
5535,16.5726
1144,16.5784
961,16.6174
9454,16.6622
9857,16.7012
6393,16.7199
7811,16.7488
6008,16.855
4720,16.8553
6190,16.8622
8935,16.8666
5483,16.8681
9905,16.8798
2748,16.8806
9023,16.9084
8525,16.9426
1236,17.0714
7373,17.189
3673,17.2613
3956,17.2847
3204,17.3205
3218,17.3239
8097,17.4005
249,17.4494
1798,17.4756
4092,17.58
6016,17.6307
5486,17.6399
6129,17.6891
7572,17.7075
581,17.9206
212,18.0153
401,18.0602
5084,18.1908
629,18.3609
6368,18.6491
6745,18.7055
3698,18.8084
4817,18.8218
998,18.8239
94,18.9494
984,18.9586
6482,19.0095
5808,19.0316
9328,19.0632
3902,19.1184
8878,19.1506
5534,19.2167
8453,19.2007
3284,19.214
6049,19.2061
109,19.2524
644,19.265
7094,19.3364
1300,19.3811
8566,19.4511
3589,19.485
548,19.4817
8180,19.5839
2109,19.5405
6359,19.5971
7201,19.6036
5665,19.6289
9132,19.6622
5974,19.6326
378,19.6768
2764,19.7376
9249,19.7475
6044,19.8265
3737,19.8659
7830,19.8868
8713,19.9749
4646,19.911
4055,19.9127
9201,19.9461
7382,19.9569
4012,19.9913
7884,19.9569
9923,19.9673
4059,20.026
2451,20.0296
8611,20.0009
2719,20.0725
7295,20.0442
3904,20.0331
8530,20.0497
8187,20.0427
7672,20.0568
9735,20.0591
520,20.0596
6487,20.0818
3521,20.1356
6125,20.164
1020,20.1491
3272,20.1351
9488,20.1676
6330,20.2283
3398,20.2173
1887,20.2452
5014,20.2715
2005,20.2827
7634,20.2665
6978,20.2998
1772,20.3069
5311,20.3206
3004,20.295
1998,20.3084
5402,20.3395
1071,20.3142
7951,20.3256
149,20.3202
8197,20.3646
7463,20.3536
6432,20.3477
2399,20.3498
1403,20.3523
8940,20.4281
886,20.3798
4900,20.3881
7941,20.3914
7509,20.4164
4602,20.412
5473,20.4394
1947,20.4472
6257,20.468
9583,20.4632
8517,20.51
9696,20.4808
1957,20.5059
2238,20.5095
5774,20.5348
2203,20.5364
2476,20.5704
269,20.5524
6767,20.5625
17,20.5806
719,20.6028
470,20.5961
2290,20.6538
3491,20.6274
989,20.6298
4737,20.7008
3844,20.6673
4051,20.6793
5286,20.6782
4585,20.7055
8593,20.6997
9842,20.708
2211,20.7264
252,20.7519
5629,20.7305
7614,20.7524
9275,20.7673
849,20.7577
4788,20.7694
1189,20.7752
2072,20.7934
2831,20.8402
7370,20.8273
3961,20.8811
7112,20.8364
4131,20.8528
6174,20.8439
3963,20.8556
4876,20.9113
3175,20.9179
788,20.9245
8355,20.9065
6771,20.9399
3065,20.9524
5391,20.9842
2487,20.9877
1174,21.04
444,20.9874
3768,20.9906
5387,21.0121
8310,21.0313
9387,21.0292
4137,21.0531
2304,21.0612
498,21.0793
1442,21.0588
8193,21.0675
4483,21.0742
734,21.0704
4989,21.0741
7423,21.0969
2214,21.083
5111,21.132
6548,21.1036
5538,21.1377
2180,21.1326
1180,21.142
9369,21.1318
211,21.1496
609,21.1515
5340,21.1927
5227,21.1793
3251,21.177
2397,21.1768
8894,21.2092
4038,21.233
9755,21.2388
8505,21.249
3403,21.2487
1401,21.2897
7933,21.2906
7803,21.2867
3708,21.3257
1082,21.2993
7557,21.3173
9594,21.3265
7102,21.3868
5539,21.4127
5287,21.3868
4652,21.357
882,21.3868
6223,21.3688
747,21.3984
2585,21.3803
1858,21.4005
8634,21.411
9710,21.4435
6201,21.4289
7468,21.4267
7413,21.4575
8095,21.4246
1369,21.4383
2752,21.4569
9006,21.4705
985,21.4662
2056,21.5147
125,21.5537
4604,21.518
8579,21.5252
7705,21.5271
7091,21.5222
2266,21.526
6830,21.5353
5416,21.5381
4167,21.5596
46,21.5256
1381,21.5442
2141,21.5884
8757,21.6027
2472,21.6301
8972,21.5975
207,21.6274
5071,21.6013
4390,21.6324
4576,21.6072
7324,21.6145
7985,21.617
1170,21.6327
7542,21.6491
3764,21.6191
6597,21.6522
7508,21.6351
8009,21.6402
2249,21.6491
8036,21.6534
7127,21.6537
3465,21.6758
5893,21.6761
8768,21.7045
1217,21.6833
5942,21.6872
3332,21.7115
2780,21.7035
6683,21.6888
4026,21.6936
621,21.7569
2820,21.7029
2230,21.6875
2607,21.712
1827,21.7295
2449,21.7765
446,21.7165
2208,21.7203
7567,21.7612
6,21.7499
5875,21.7823
6883,21.7572
8094,21.7675
5053,21.795
7906,21.8084
2193,21.7827
5395,21.8084
4752,21.8385
9393,21.7858
1629,21.8323
8964,21.8084
4546,21.8017
2195,21.8239
6318,21.8256
7305,21.8251
3011,21.8335
8722,21.8397
5649,21.8431
1981,21.8256
7266,21.8349
7058,21.8333
5296,21.8477
8162,21.9164
5861,21.8642
9728,21.8477
8093,21.8652
1773,21.8542
7075,21.8529
9810,21.8598
9526,21.8902
8697,21.8509
7750,21.852
7168,21.8966
265,21.8855
2738,21.8575
9556,21.8602
3360,21.8885
2906,21.8798
6787,21.8793
5470,21.9394
5859,21.909
5706,21.8881
9139,21.89
662,21.8971
2826,21.912
8272,21.8941
141,21.8921
2367,21.9164
3462,21.8914
9441,21.9164
6024,21.9293
9618,21.9177
1501,21.9019
9601,21.912
188,21.9394
8519,21.9453
1423,21.9265
8855,21.9519
3437,21.9565
9081,21.9699
7948,22.0021
7946,21.994
7490,21.9604
7599,21.9657
6834,21.9747
7448,21.9749
913,22.0364
5936,21.9932
8544,21.996
9170,22.0364
2827,22.0353
350,22.0449
6501,22.0217
6145,22.0372
5306,22.0829
7550,22.0495
3683,22.1072
3626,22.0524
2055,22.0533
5298,22.048
99,22.0524
2166,22.072
6856,22.0625
3657,22.0963
3430,22.0704
3842,22.0904
3136,22.1085
698,22.0816
8304,22.1184
7654,22.1038
8484,22.0961
1167,22.113
7424,22.0935
602,22.1673
4270,22.1085
1359,22.1001
7854,22.1237
4395,22.1106
5007,22.0969
1473,22.1086
1698,22.1232
9792,22.1298
6922,22.1491
9400,22.176
1354,22.1673
902,22.1673
5523,22.1702
3866,22.1538
8506,22.163
9102,22.1596
8562,22.1656
3274,22.1591
6112,22.1571
5202,22.1962
3733,22.1673
6722,22.1673
8932,22.1786
2019,22.1782
8043,22.1826
4290,22.1866
1714,22.2
782,22.2115
1330,22.2277
3828,22.1886
3118,22.1854
550,22.2305
3526,22.2035
9554,22.244
3221,22.2264
8154,22.2019
2803,22.2055
5442,22.2155
4753,22.2092
6987,22.2446
2149,22.2264
9296,22.2374
8574,22.2372
3182,22.2305
2775,22.2519
4684,22.2752
8120,22.2305
5547,22.2307
1231,22.304
8708,22.2556
4358,22.2542
5343,22.2752
4636,22.3273
4780,22.2475
9874,22.2659
8920,22.2813
3978,22.2694
8133,22.2627
912,22.2536
9836,22.2549
2095,22.2577
3426,22.3115
8478,22.323
3593,22.2832
6261,22.324
4631,22.3238
