t,vm
129.239,13.248
129.263,13.332
129.282,13.419
129.287,13.516
129.330,13.587
129.353,13.671
129.386,13.749
129.390,13.846
129.433,13.916
129.488,13.978
129.524,14.053
129.547,14.237
129.700,14.228
129.720,14.314
129.730,14.407
129.733,14.505
129.775,14.574
129.866,14.608
129.891,14.690
129.918,14.770
129.943,14.852
129.997,14.911
130.015,14.998
130.015,15.098
130.030,15.187
130.036,14.682
130.107,14.730
130.130,14.813
130.185,14.872
130.217,14.949
130.235,15.036
130.250,15.124
130.256,15.220
130.269,15.310
130.310,15.378
130.323,15.469
130.329,15.564
130.332,15.061
130.358,15.141
130.365,15.236
130.382,15.323
130.404,15.407
130.414,15.499
130.423,15.592
130.508,15.626
130.602,15.652
130.646,15.718
130.659,15.208
130.671,15.299
130.696,15.380
130.725,15.457
130.737,15.548
130.741,15.645
130.763,15.128
130.806,15.195
130.898,15.226
130.902,15.323
130.929,15.402
130.961,15.477
130.974,15.568
130.991,15.654
130.994,15.751
131.024,15.228
131.027,15.326
131.074,15.390
131.091,14.876
131.097,14.973
131.127,15.050
131.144,15.137
131.153,15.230
131.232,15.270
131.233,15.370
131.256,15.452
131.263,15.546
131.278,15.635
131.293,15.723
131.336,15.789
131.350,15.878
131.358,15.971
131.378,16.055
131.396,16.142
131.403,15.636
131.417,15.725
131.420,15.822
131.437,15.909
131.445,15.402
131.461,15.490
131.478,15.577
131.481,15.675
131.488,15.770
131.534,15.833
131.539,15.929
131.540,16.029
131.553,16.118
131.613,16.170
131.613,15.669
131.627,15.758
131.640,15.848
131.654,15.937
131.700,16.001
131.701,16.100
131.733,16.174
131.805,16.216
131.829,16.297
131.852,16.378
131.854,15.876
131.870,15.964
131.900,16.140
131.942,15.606
131.956,15.695
131.992,15.767
132.040,15.829
132.046,15.924
132.068,16.007
132.095,16.085
132.137,16.152
132.143,16.247
132.163,16.330
132.180,16.417
132.273,16.440
132.286,16.529
132.288,16.628
132.294,16.723
132.306,16.213
132.315,16.305
132.319,16.403
132.336,16.489
132.344,16.582
132.352,16.675
132.379,16.753
132.381,16.851
132.386,16.946
132.392,17.042
132.395,17.139
132.410,17.226
132.427,16.712
132.475,16.771
132.531,16.825
132.534,16.922
132.538,16.419
132.580,16.484
132.673,16.508
132.674,16.607
132.684,16.699
132.689,16.795
132.689,16.894
132.756,16.938
132.770,16.426
132.772,16.524
132.796,16.605
132.812,16.092
132.834,16.174
132.842,16.267
132.846,16.364
132.875,16.440
132.914,15.908
132.931,15.995
132.935,16.092
132.935,15.591
132.945,15.684
132.960,15.772
132.987,15.850
133.003,15.938
133.007,16.035
133.031,16.116
133.032,16.215
133.062,16.290
133.084,16.373
133.094,16.464
133.123,15.941
133.136,16.030
133.155,16.115
133.176,16.198
133.198,16.280
133.215,15.766
133.237,15.849
133.240,15.947
133.243,16.044
133.288,16.109
133.290,15.607
133.310,15.091
133.345,15.165
133.371,15.245
133.411,15.314
133.412,15.414
133.440,15.492
133.449,14.985
133.473,15.067
133.498,15.148
133.522,15.230
133.528,15.326
133.532,15.423
133.552,15.507
133.634,15.544
133.641,15.638
133.663,15.721
133.667,15.818
133.668,15.917
133.676,16.011
133.694,15.496
133.732,15.567
133.733,15.666
133.853,15.073
133.860,15.167
133.912,15.228
133.915,15.325
133.920,15.422
133.928,15.515
133.962,15.589
133.968,15.685
133.970,15.783
133.971,15.282
133.975,15.379
133.980,15.475
133.994,15.564
134.034,15.033
134.071,15.106
134.073,15.204
134.132,14.659
134.185,14.720
134.199,14.810
134.225,14.891
134.231,14.987
134.238,15.081
134.247,15.174
134.261,15.263
134.264,15.462
134.266,15.560
134.287,15.644
134.327,15.712
134.333,15.807
134.364,15.884
134.451,15.914
134.486,15.986
134.487,16.086
134.487,15.586
134.488,15.685
134.490,15.783
134.497,15.878
134.498,15.977
134.501,15.474
134.514,15.564
134.518,15.661
134.529,15.752
134.560,15.928
134.562,16.027
134.623,16.078
134.650,16.156
134.656,16.251
134.662,16.346
134.670,16.440
134.717,16.501
134.733,16.588
134.739,16.683
134.743,16.780
134.749,16.875
134.750,16.374
134.754,16.471
134.764,16.563
134.765,16.662
134.776,16.752
134.781,16.849
134.817,16.918
134.841,16.998
134.861,17.081
134.878,17.266
134.883,17.362
134.887,17.459
134.899,16.448
134.910,16.539
134.914,16.036
134.940,16.115
134.949,16.208
134.993,16.272
134.998,16.368
135.005,16.462
135.007,16.560
135.026,16.644
135.039,16.734
135.051,16.824
135.052,16.323
135.068,15.810
135.086,15.896
135.097,15.987
135.117,16.071
135.153,16.142
135.163,16.234
135.163,16.334
135.191,16.412
135.200,16.504
135.211,16.595
135.262,16.653
135.264,16.751
135.265,16.850
135.299,16.921
135.303,17.018
135.353,17.076
135.376,17.156
135.378,17.254
135.402,17.333
135.406,17.430
135.449,17.493
135.461,17.582
135.471,17.674
135.471,17.773
135.475,17.870
135.480,17.965
135.495,18.052
135.513,18.135
135.537,18.214
135.551,18.301
135.673,18.290
135.679,18.384
135.726,18.441
135.754,18.515
135.755,18.614
135.761,18.708
135.767,18.804
135.768,18.903
135.802,18.970
135.838,19.037
135.851,19.124
135.853,19.222
135.863,19.312
135.870,19.405
135.882,19.494
135.885,19.591
135.912,19.665
135.915,19.762
135.935,19.842
135.949,19.328
135.957,19.420
135.968,19.510
135.974,19.604
135.975,19.703
135.986,19.792
135.988,19.890
136.052,19.326
136.080,19.399
136.093,19.486
136.094,19.686
136.096,19.784
136.109,19.271
136.114,19.366
136.150,19.431
136.162,19.519
136.167,19.015
136.168,19.114
136.171,19.211
136.204,19.279
136.220,19.464
136.221,19.063
136.223,19.161
136.229,19.255
136.231,19.353
136.233,19.451
136.235,19.549
136.238,19.047
136.239,19.145
136.243,19.242
136.258,19.328
136.270,19.416
136.278,18.908
136.281,19.006
136.281,19.105
136.282,19.204
136.298,19.289
136.299,18.788
136.318,18.970
136.320,19.068
136.324,19.164
136.345,19.244
136.378,19.312
136.395,18.796
136.400,18.291
136.421,18.372
136.422,18.471
136.434,18.560
136.442,18.653
136.447,18.748
136.450,18.245
136.483,18.315
136.493,18.406
136.502,18.498
136.504,18.596
136.522,18.679
136.548,18.755
136.559,18.844
136.568,18.936
136.627,18.981
136.675,19.035
136.708,19.103
136.733,19.180
136.747,19.266
136.757,19.357
136.760,19.454
136.762,19.551
136.769,19.645
136.780,19.734
136.783,19.831
136.784,19.930
136.792,20.022
136.792,10.000
138.792,10.000
138.802,10.095
138.810,9.591
138.824,9.084
138.868,9.164
138.871,9.263
138.917,8.741
138.920,8.840
138.978,8.315
138.986,8.411
139.005,8.503
139.011,8.601
139.049,8.684
139.056,8.781
139.108,8.859
139.114,8.956
139.130,9.049
139.141,9.244
139.154,9.338
139.156,9.437
139.163,9.534
139.171,9.630
139.171,9.730
139.208,9.212
139.220,9.306
139.241,9.396
139.243,8.995
139.299,8.470
139.340,8.553
139.354,8.647
139.372,8.739
139.380,8.836
139.432,8.313
139.477,8.394
139.479,8.493
139.505,7.982
139.540,8.368
139.544,8.466
139.571,8.555
139.595,8.645
139.623,8.733
139.636,8.227
139.674,8.311
139.701,8.400
139.707,8.498
139.708,8.597
139.712,8.096
139.720,8.192
139.741,8.284
139.774,7.770
139.776,7.869
139.821,7.351
139.828,7.449
139.841,7.544
139.852,7.640
139.872,7.733
139.943,7.805
139.970,7.895
139.971,7.394
139.975,7.492
139.979,7.591
139.985,6.589
139.986,6.089
139.991,6.287
139.996,6.385
140.009,6.481
140.017,6.579
140.024,6.676
140.047,6.769
140.054,6.266
140.080,6.358
140.168,6.430
140.210,6.517
140.217,6.615
140.222,6.713
140.223,6.812
140.231,6.910
140.272,6.996
140.272,7.096
140.291,7.189
140.324,7.277
140.407,7.347
140.451,7.431
140.465,7.526
140.505,7.610
140.578,7.083
140.585,7.180
140.592,7.278
140.600,7.375
140.656,6.854
140.701,6.939
140.705,7.037
140.719,6.533
140.720,6.632
140.723,6.731
140.727,6.830
140.735,6.927
140.736,7.027
140.738,7.126
140.769,7.215
140.776,7.312
140.778,7.412
140.784,7.510
140.823,6.995
140.842,7.088
140.870,7.178
140.878,7.375
140.905,7.465
140.913,7.563
140.917,7.661
140.927,7.757
140.929,7.857
140.947,7.949
140.969,8.041
141.009,8.125
141.015,8.222
141.032,8.315
141.038,8.413
141.040,8.512
141.044,8.010
141.055,8.106
141.060,8.204
141.073,8.299
141.104,8.385
141.151,8.466
141.154,7.965
141.173,8.057
141.278,8.115
141.292,8.209
141.318,8.299
141.377,8.374
141.377,8.474
141.390,7.969
141.405,8.063
141.409,8.161
141.435,8.250
141.442,8.347
141.479,8.432
141.482,8.531
141.491,8.627
141.509,8.719
141.520,8.814
141.545,8.903
141.554,9.000
141.561,9.096
141.577,9.189
141.589,9.284
141.596,9.380
141.625,9.467
141.629,9.565
141.635,9.662
141.672,9.744
141.682,9.839
141.690,9.935
141.699,10.031
141.700,10.130
141.714,10.223
141.764,10.297
141.768,10.496
141.786,10.586
141.788,10.685
141.802,10.777
141.815,10.871
141.821,10.967
141.833,11.061
141.835,11.160
141.844,10.655
141.847,10.153
141.849,10.352
141.850,10.452
141.854,10.549
141.855,10.649
141.858,10.747
141.858,10.247
141.867,10.342
141.870,10.441
141.905,10.523
141.920,10.015
141.921,10.114
141.925,10.212
141.955,10.297
141.969,10.390
141.971,9.889
141.993,9.978
142.032,10.058
142.073,10.138
142.108,9.620
142.132,9.709
142.138,9.806
142.171,9.890
142.190,9.981
142.220,9.565
142.229,9.661
142.229,9.761
142.248,9.252
142.259,8.747
142.276,9.039
142.281,9.137
142.321,9.219
142.347,9.307
142.347,9.407
142.372,8.895
142.383,8.990
142.385,8.489
142.403,8.582
142.448,8.662
142.468,8.754
142.475,8.951
142.494,9.042
142.512,9.134
142.517,9.231
142.525,8.728
142.527,8.827
142.530,8.326
142.538,8.423
142.540,8.522
142.561,8.612
142.585,8.702
142.592,8.799
142.598,8.897
142.626,8.984
142.670,8.465
142.705,8.549
142.766,8.624
142.862,8.682
142.868,8.780
142.943,8.247
142.976,8.333
143.009,8.420
143.010,8.519
143.029,8.611
143.046,8.704
143.055,8.200
143.057,8.299
143.092,8.384
143.101,8.481
143.103,8.580
143.107,8.678
143.135,8.766
143.137,8.865
143.138,8.365
143.181,8.447
143.190,8.543
143.194,8.641
143.212,8.733
143.221,8.830
143.223,8.929
143.231,9.025
143.233,8.524
143.245,8.619
143.264,8.711
143.271,8.808
143.275,9.006
143.291,9.099
143.322,9.185
143.325,9.284
143.338,9.377
143.340,9.476
143.344,8.974
143.352,9.071
143.353,9.171
143.354,9.370
143.360,9.467
143.371,9.562
143.419,9.639
143.442,9.728
143.453,9.823
143.454,9.922
143.477,10.011
143.508,10.095
143.524,10.187
143.573,10.262
143.596,10.351
143.616,10.440
143.635,10.530
143.693,10.600
143.698,10.697
143.737,10.776
143.760,10.864
143.803,10.941
143.867,11.005
143.922,11.075
143.941,11.165
143.994,11.235
144.014,11.324
144.038,11.411
144.050,11.504
144.052,11.603
144.093,11.679
144.170,11.734
144.187,11.824
144.222,11.903
144.290,11.963
144.322,12.044
144.323,12.143
144.363,12.219
144.364,12.318
144.365,12.417
144.384,12.506
144.389,12.603
144.436,12.673
144.475,12.748
144.498,12.834
144.517,12.922
144.547,13.002
144.547,13.102
144.549,13.201
144.589,13.274
144.611,13.360
144.633,13.445
144.635,13.544
144.636,13.643
144.656,13.729
144.661,13.826
144.665,13.323
144.676,13.416
144.679,13.514
144.768,13.554
144.775,13.649
144.778,13.747
144.791,13.839
144.840,13.904
144.849,13.998
144.862,14.089
144.866,14.186
144.905,14.259
144.914,14.352
144.923,14.445
144.930,14.541
144.953,14.624
144.955,14.722
144.955,14.822
144.986,14.900
145.008,14.983
145.021,15.073
145.096,14.517
145.114,14.604
145.122,14.798
145.146,14.880
145.198,14.941
145.224,15.022
145.259,15.096
145.266,15.190
145.303,15.263
145.347,15.329
145.353,15.425
145.353,15.525
145.362,15.617
145.369,15.712
145.378,15.805
145.386,15.899
145.387,15.998
145.394,16.092
145.397,16.190
145.406,15.683
145.411,15.779
145.465,15.836
145.489,15.917
145.494,16.013
145.494,15.513
145.524,15.590
145.540,15.677
145.583,15.144
145.630,14.608
145.658,14.088
145.678,14.173
145.679,14.273
145.700,14.358
145.712,14.449
145.720,14.544
145.740,14.629
145.741,14.729
145.792,14.791
145.794,14.889
145.801,14.984
145.808,15.079
145.819,15.171
145.819,15.271
145.827,15.365
145.845,15.451
145.852,15.045
145.854,15.144
145.861,15.238
145.864,14.736
145.882,14.823
145.908,14.904
145.909,14.403
145.920,14.495
145.936,14.583
145.978,14.653
145.989,14.745
145.996,14.840
146.007,14.932
146.013,14.427
146.016,14.524
146.024,14.619
146.029,14.716
146.055,14.796
146.059,14.894
146.061,14.991
146.067,15.087
146.074,15.182
146.080,15.277
146.086,15.373
146.088,15.471
146.093,15.568
146.106,15.657
146.158,15.717
146.173,15.805
146.195,15.888
146.213,15.973
146.217,16.070
146.239,16.152
146.252,16.242
146.252,16.342
146.255,16.440
146.259,16.536
146.268,16.029
146.272,16.126
146.291,15.611
146.307,15.198
146.312,15.294
146.323,15.386
146.340,15.473
146.341,14.972
146.348,15.066
146.376,15.146
146.380,15.242
146.381,15.342
146.385,15.439
146.391,15.534
146.401,15.626
146.410,15.719
146.424,15.808
146.450,15.887
146.456,15.383
146.471,15.471
146.477,15.567
146.479,15.665
146.480,15.764
146.492,15.855
146.505,15.945
146.512,16.039
146.518,16.134
146.528,16.226
146.534,16.321
146.564,16.396
146.594,16.472
146.601,16.566
146.616,16.654
146.693,16.690
146.704,16.181
146.748,16.245
146.753,16.342
146.776,16.422
146.819,15.887
146.847,15.965
146.893,15.428
146.896,14.926
146.917,14.410
146.925,14.505
146.930,14.601
146.933,14.099
146.944,14.191
146.978,13.767
147.004,13.849
147.008,13.946
147.026,14.033
147.043,13.522
147.046,13.619
147.054,13.114
147.063,13.208
147.073,13.301
147.144,13.355
147.183,13.429
147.230,13.497
147.233,12.995
147.235,13.094
147.244,12.088
147.255,12.281
147.283,12.364
147.342,12.427
147.345,11.926
147.347,12.024
147.357,12.119
147.378,12.206
147.385,12.301
147.389,12.399
147.390,12.498
147.406,12.589
147.410,12.686
147.412,12.785
147.436,12.869
147.437,12.969
147.444,13.064
147.490,12.534
147.500,12.628
147.504,12.726
147.507,12.824
147.520,12.915
147.543,13.000
147.547,13.097
147.549,13.197
147.561,13.288
147.567,13.385
147.572,13.481
147.579,13.576
147.607,13.657
147.614,13.752
147.646,13.830
147.655,13.924
147.661,14.020
147.670,14.114
147.674,14.211
147.680,14.307
147.688,14.401
147.747,14.458
147.776,14.538
147.779,14.036
147.800,14.121
147.841,14.192
147.852,14.284
147.891,14.356
147.925,14.432
147.929,14.529
147.933,14.626
147.948,14.715
147.953,14.912
147.993,14.982
148.010,15.069
148.053,15.136
148.084,15.213
148.102,15.299
148.119,15.386
148.144,14.867
148.198,14.927
148.199,15.027
148.206,14.521
148.219,14.612
148.232,14.703
148.243,14.194
148.266,14.278
148.304,13.750
148.304,13.850
148.314,13.944
148.333,14.030
148.348,14.120
148.365,13.608
148.413,13.676
148.438,13.758
148.441,13.856
148.447,13.352
148.451,13.449
148.456,13.546
148.459,13.644
148.481,13.729
148.502,13.814
148.503,13.314
148.519,13.403
148.546,13.485
148.651,12.915
148.684,12.993
148.697,13.085
148.704,13.180
148.706,13.279
148.712,13.375
148.730,13.463
148.736,13.559
148.752,13.648
148.760,13.742
148.766,13.838
148.789,13.923
148.804,14.012
148.826,14.097
148.870,14.166
148.883,14.256
148.934,13.721
148.977,13.791
148.991,13.881
149.015,13.365
149.044,13.445
149.054,13.538
149.064,13.632
149.088,13.715
149.097,13.909
149.098,14.009
149.105,14.104
149.122,14.192
149.125,14.290
149.133,14.384
149.161,13.864
149.175,13.954
149.190,14.044
149.199,14.137
149.219,13.723
149.239,13.809
149.273,13.886
149.274,13.985
149.332,14.044
149.345,14.136
149.351,14.231
149.364,14.322
149.381,14.510
149.465,14.549
149.468,14.647
149.470,14.745
149.498,14.224
149.525,14.305
149.539,14.395
149.545,13.391
149.562,13.480
149.577,13.570
149.593,13.659
149.696,13.689
149.706,13.782
149.714,13.876
149.737,13.960
149.748,13.453
149.756,13.547
149.772,13.636
149.833,13.695
149.865,13.173
149.944,13.321
149.956,13.413
149.991,13.490
149.999,12.984
150.038,13.059
150.088,13.127
150.120,13.205
150.146,13.288
150.156,13.382
150.202,13.451
150.211,13.545
150.220,13.039
150.221,13.138
150.304,13.183
150.306,13.282
150.317,13.375
150.335,13.463
150.357,13.548
150.358,13.047
150.377,13.135
150.389,13.227
150.412,13.312
150.431,13.400
150.442,13.492
150.481,13.566
150.485,13.063
150.519,13.141
150.520,13.240
150.530,12.734
150.557,12.817
150.560,12.915
150.567,13.010
150.573,13.106
150.588,12.596
150.590,12.695
150.615,12.779
150.636,12.866
150.698,12.326
150.701,12.424
150.718,12.514
150.744,12.597
150.745,12.696
150.747,12.795
150.792,12.867
150.793,12.966
150.793,13.066
150.797,13.163
150.826,13.244
150.827,13.344
150.847,13.430
150.855,13.525
150.866,13.018
150.871,13.114
150.876,12.611
150.881,12.108
150.916,11.587
150.925,11.682
150.927,11.780
150.939,11.273
150.942,11.372
150.944,11.470
150.971,11.555
150.975,11.653
150.985,11.747
150.991,11.843
151.009,11.933
151.012,12.031
151.034,11.518
151.091,11.585
151.093,11.684
151.098,11.781
151.107,11.876
151.156,11.946
151.179,11.433
151.186,11.529
151.186,11.628
151.206,11.717
151.211,11.814
151.248,11.892
151.255,11.388
151.287,11.470
151.287,11.570
151.328,11.646
151.333,11.143
151.334,11.243
151.349,11.334
151.365,11.425
151.378,11.518
151.390,11.611
151.393,11.109
151.414,11.198
151.423,11.293
151.500,11.349
151.524,11.436
151.553,11.519
151.570,11.609
151.577,11.705
151.589,11.798
151.607,11.287
151.609,11.386
151.643,11.467
151.649,11.563
151.656,11.660
151.656,11.759
151.659,11.858
151.685,11.942
151.687,12.041
151.706,12.130
151.721,11.620
151.723,11.720
151.727,11.817
151.735,11.312
151.744,11.407
151.746,11.506
151.747,11.606
151.776,11.688
151.817,11.265
151.830,11.357
151.839,11.452
151.846,11.549
151.854,11.644
151.857,11.142
151.862,11.239
151.886,11.325
151.893,10.822
151.894,10.321
151.916,10.410
151.921,10.507
151.954,10.590
151.955,10.689
152.000,10.765
152.027,10.851
152.048,10.940
152.052,11.037
152.067,11.129
152.080,10.621
152.089,10.717
152.101,10.811
152.111,10.905
152.130,10.995
152.136,11.092
152.164,10.576
152.238,10.637
152.247,10.732
152.248,10.831
152.250,10.931
152.273,11.018
152.286,11.111
152.337,11.182
152.337,11.282
152.355,11.372
152.381,10.858
152.393,10.951
152.394,11.051
152.402,11.146
152.404,11.245
152.404,11.345
152.422,11.435
152.435,11.527
152.438,11.625
152.460,11.713
152.483,11.799
152.489,11.396
152.576,11.446
152.577,11.546
152.578,11.045
152.585,11.141
152.596,11.235
152.626,11.318
152.648,11.406
152.666,11.495
152.675,11.590
152.676,11.690
152.676,11.790
152.682,11.886
152.683,11.386
152.686,11.484
152.693,11.580
152.713,11.068
152.720,11.164
152.745,11.250
152.751,11.347
152.756,11.444
152.768,11.538
152.775,11.133
152.778,11.232
152.812,11.413
152.825,11.505
152.832,11.601
152.851,11.690
152.862,11.784
152.863,11.883
152.865,12.082
152.866,12.181
152.890,12.267
152.931,12.342
152.934,12.440
152.944,12.734
152.960,12.823
152.981,12.910
152.991,12.404
153.000,12.498
153.019,12.686
153.035,12.776
153.084,12.345
153.085,12.444
153.089,12.541
153.094,12.639
153.098,12.736
153.100,12.234
153.101,11.734
153.103,11.833
153.104,11.932
153.105,11.432
153.108,11.030
153.134,11.116
153.137,10.614
153.143,10.711
153.144,10.810
153.157,10.903
153.159,11.002
153.160,11.101
153.168,11.197
153.178,11.292
153.191,10.784
153.195,10.882
153.212,10.973
153.214,11.072
153.246,11.154
153.251,11.251
153.254,11.350
153.295,11.427
153.307,11.620
153.344,11.698
153.349,11.795
153.352,11.893
153.356,11.991
153.356,12.091
153.357,12.290
153.362,12.387
153.364,12.486
153.386,12.572
153.387,12.672
153.392,12.169
153.410,12.257
153.412,12.356
153.417,12.453
153.418,12.553
153.432,12.644
153.434,12.743
153.460,12.826
153.466,12.922
153.473,13.118
153.554,13.265
153.572,13.353
153.589,12.841
153.631,12.915
153.634,12.412
153.646,12.505
153.646,12.605
153.703,12.669
153.713,12.763
153.719,12.859
153.741,12.945
153.741,12.445
153.743,12.543
153.753,12.637
153.754,12.737
153.755,12.836
153.806,12.903
153.808,13.002
153.809,13.101
153.813,13.198
153.827,13.290
153.840,13.381
153.847,12.877
153.847,12.976
153.849,12.475
153.871,12.661
153.886,12.752
153.901,12.942
153.902,13.041
153.907,13.138
153.912,13.235
153.929,13.324
153.937,13.419
153.943,13.515
153.944,13.614
153.947,13.712
153.951,13.809
153.953,13.308
153.965,13.400
153.968,13.497
153.988,13.584
154.000,13.076
154.014,13.167
154.020,13.263
154.051,13.342
154.077,13.425
154.081,13.522
154.084,13.620
154.109,13.703
154.174,13.159
154.175,13.258
154.187,13.350
154.193,13.446
154.194,12.945
154.210,13.035
154.211,12.534
154.213,12.633
154.239,12.716
154.251,12.809
154.268,12.298
154.306,12.375
154.313,12.471
154.318,12.568
154.321,12.666
154.324,12.164
154.327,12.262
154.329,12.361
154.333,12.558
154.334,12.758
154.345,12.851
154.349,12.948
154.359,13.041
154.360,13.141
154.365,13.238
154.369,13.335
154.387,13.423
154.400,13.514
154.403,13.612
154.406,13.710
154.430,13.794
154.436,13.290
154.443,13.385
154.444,13.484
154.555,13.509
154.589,12.986
154.635,12.457
154.641,12.553
154.658,12.642
154.661,12.740
154.677,12.830
154.733,12.894
154.747,12.985
154.748,13.085
154.753,13.182
154.771,13.270
154.837,13.326
154.854,13.415
154.857,13.513
154.862,13.609
154.894,13.787
154.898,13.885
154.902,13.382
154.967,12.839
154.982,12.929
155.066,12.975
155.129,13.034
155.162,13.113
155.178,13.202
155.229,13.268
155.264,13.345
155.355,13.384
155.390,13.461
155.404,13.552
155.404,13.652
155.415,13.144
155.415,12.644
155.422,12.740
155.443,12.827
155.444,12.926
155.465,13.012
155.466,13.111
155.488,13.197
155.548,13.258
155.561,13.349
155.586,13.432
155.689,13.463
155.706,13.552
155.707,13.652
155.707,13.751
155.750,13.221
155.753,13.320
155.840,12.762
155.865,12.946
155.877,12.438
155.935,12.502
155.965,11.983
156.020,11.450
156.055,11.530
156.105,11.602
156.128,11.689
156.133,11.785
156.137,11.883
156.138,11.982
156.154,12.073
156.155,12.172
156.157,12.271
156.157,12.371
156.159,12.470
156.190,12.551
156.215,12.635
156.222,12.730
156.255,12.810
156.282,12.892
156.407,12.912
156.428,12.998
156.453,13.082
156.461,13.177
156.481,13.264
156.545,13.321
156.554,13.416
156.618,13.472
156.624,13.568
156.633,13.663
156.633,13.762
156.660,13.844
156.686,13.926
156.709,14.010
156.747,14.083
156.800,14.146
156.821,14.231
156.898,14.276
156.902,14.373
156.923,14.459
156.933,14.551
156.972,14.023
156.975,14.121
156.997,14.205
157.005,14.300
157.036,13.777
157.095,13.837
157.099,13.934
157.100,14.033
157.124,14.117
157.140,14.205
157.174,14.281
157.191,13.769
157.197,13.865
157.240,13.935
157.268,14.015
157.275,14.111
157.313,14.184
157.315,14.282
157.329,14.373
157.349,14.458
157.354,14.554
157.400,14.621
157.408,14.715
157.409,14.914
157.417,15.009
157.450,15.084
157.466,14.571
157.479,14.662
157.530,14.725
157.541,14.817
157.558,14.904
157.591,14.980
157.668,15.022
157.685,15.109
157.692,15.204
157.705,15.294
157.707,15.393
157.741,15.466
157.744,14.964
157.813,15.012
157.814,15.112
157.822,15.206
157.825,15.303
157.847,15.387
157.858,14.878
157.873,14.967
157.879,15.063
157.916,15.134
157.919,15.232
157.929,15.324
157.937,15.419
157.938,15.518
157.968,15.595
157.973,15.691
157.990,15.178
157.992,15.276
158.031,15.346
158.061,15.423
158.061,15.523
158.077,15.611
158.112,15.783
158.116,15.880
158.151,15.352
158.153,15.451
158.157,15.548
158.204,15.611
158.218,15.700
158.219,15.799
158.225,15.895
158.243,15.980
158.263,16.065
158.269,16.160
158.298,16.236
158.318,16.320
158.329,16.412
158.338,16.504
158.358,16.588
158.364,16.683
158.389,16.762
158.399,16.853
158.415,16.939
158.436,17.022
158.465,17.097
158.513,17.157
158.544,17.230
158.612,17.272
158.612,17.371
158.632,17.453
158.649,17.539
158.705,17.590
158.713,17.683
158.713,17.783
158.717,17.879
158.732,17.966
158.736,18.062
158.753,17.647
158.768,17.733
158.775,17.827
158.789,17.915
158.802,18.004
158.809,18.097
158.833,18.176
158.841,18.268
158.880,17.733
158.942,17.778
158.964,17.258
158.977,17.347
158.980,17.445
158.996,17.531
158.999,17.627
159.010,17.718
159.020,17.809
159.027,17.903
159.033,17.998
159.040,18.092
159.051,17.581
159.051,17.681
159.054,17.779
159.059,17.874
159.085,17.951
159.107,18.031
159.108,18.130
159.125,18.215
159.134,18.306
159.144,18.398
159.146,18.496
159.155,18.588
159.155,18.087
159.160,18.183
159.196,18.251
159.201,18.346
159.214,18.434
159.250,18.500
159.261,18.590
159.266,18.686
159.271,18.782
159.271,18.881
159.284,18.969
159.297,19.056
159.300,19.154
159.322,19.233
159.337,19.318
159.377,18.780
159.402,18.856
159.409,18.950
159.414,19.045
159.414,19.144
159.420,18.639
159.422,18.737
159.424,18.835
159.447,18.914
159.473,18.989
159.490,18.473
159.531,18.635
159.558,18.710
159.559,18.809
159.560,18.908
159.561,18.507
159.562,17.507
159.574,17.596
159.581,17.690
159.603,17.771
159.603,17.870
159.614,17.960
159.623,18.052
159.658,17.521
159.662,17.618
159.670,17.710
159.749,17.740
159.751,17.839
159.755,17.935
159.755,18.035
159.761,17.529
159.767,17.625
159.827,17.672
159.848,17.753
159.863,17.840
159.870,17.934
159.889,18.016
159.890,18.115
159.895,18.211
159.906,18.301
159.918,18.390
159.935,18.474
160.001,18.514
160.038,18.580
160.042,18.676
160.045,18.173
160.046,18.272
160.063,18.356
160.075,18.445
160.077,18.544
160.090,18.631
160.161,18.665
160.179,18.748
160.196,18.833
160.205,18.924
160.225,19.005
160.248,19.083
160.253,19.179
160.273,19.259
160.323,19.311
160.344,19.391
160.344,19.491
160.344,19.591
160.346,19.689
160.347,19.789
160.350,19.885
160.438,19.898
160.444,19.992
160.457,20.079
160.457,10.000
162.457,10.000
162.477,10.090
162.485,10.186
162.487,10.285
162.496,10.380
162.509,9.874
162.513,9.972
162.515,10.071
162.554,10.151
162.559,9.649
162.597,9.730
162.604,9.827
162.615,9.921
162.625,10.016
162.645,10.106
162.647,10.205
162.672,10.292
162.679,10.389
162.727,10.464
162.746,10.554
162.767,10.643
162.786,10.733
162.799,10.826
162.800,10.925
162.811,11.019
162.827,11.111
162.892,11.174
162.909,11.265
162.917,11.361
162.919,11.459
162.950,10.941
162.952,11.040
162.998,11.115
163.009,11.209
163.011,11.308
163.022,11.402
163.048,11.487
163.064,11.578
163.071,11.674
163.094,11.760
163.105,11.854
163.119,11.945
163.141,12.032
163.170,12.115
163.170,12.215
163.172,12.314
163.179,12.409
163.179,11.909
163.235,11.976
163.238,12.074
163.253,12.165
163.266,12.257
163.294,12.340
163.362,12.398
163.381,12.486
163.386,11.983
163.405,12.072
163.411,12.169
163.421,12.262
163.441,12.350
163.446,11.847
163.455,11.941
163.459,12.039
163.485,12.124
163.496,12.217
163.500,12.315
163.519,12.403
163.539,12.490
163.540,12.589
163.550,12.684
163.552,12.782
163.584,12.862
163.629,12.933
163.640,13.025
163.655,13.116
163.669,12.607
163.698,12.688
163.706,12.783
163.743,12.860
163.757,12.351
163.860,12.387
163.862,12.486
163.866,12.584
163.866,12.683
163.903,12.760
